filename;lb;ub;time
McClure-582-20-10-141.csp;97;97;0.02
McClure-582-20-12-141.csp;97;97;0.02
McClure-582-20-6-141.csp;88;88;0.02
McClure-586-20-10-98.csp;75;75;0.04
McClure-586-20-12-98.csp;77;77;0.02
McClure-586-20-6-100.csp;72;72;0.02
