filename;formulation;lb;ub;time
i-20-8-109-18-11-e-2.cssp;A;0;1.00E+20;1800
i-20-8-109-18-11-e-2.cssp;Ad;7;1.00E+20;1800
i-20-8-109-18-11-e-2.cssp;P;0;13;693.02
i-20-8-109-18-11-e-2.cssp;Pd;8;13;943.38
i-20-8-109-18-11-e-3.cssp;A;0;1.00E+20;1800
i-20-8-109-18-11-e-3.cssp;Ad;8;1.00E+20;1800
i-20-8-109-18-11-e-3.cssp;P;0;13;748.18
i-20-8-109-18-11-e-3.cssp;Pd;8;13;799.34
i-20-8-109-18-11-e-4.cssp;A;1;1.00E+20;1800
i-20-8-109-18-11-e-4.cssp;Ad;8;1.00E+20;1800
i-20-8-109-18-11-e-4.cssp;P;0;13;734.36
i-20-8-109-18-11-e-4.cssp;Pd;8;13;756.44
i-20-8-109-19-11-l-0.cssp;A;0;1.00E+20;1800
i-20-8-109-19-11-l-0.cssp;Ad;8;1.00E+20;1800
i-20-8-109-19-11-l-0.cssp;P;0;14;843.12
i-20-8-109-19-11-l-0.cssp;Pd;8;13;1659
i-20-8-109-19-11-l-1.cssp;A;1;1.00E+20;1800
i-20-8-109-19-11-l-1.cssp;Ad;8;1.00E+20;1800
i-20-8-109-19-11-l-1.cssp;P;0;14;889.74
i-20-8-109-19-11-l-1.cssp;Pd;8;13;1797.6
i-20-8-109-19-11-l-2.cssp;A;1;1.00E+20;1800
i-20-8-109-19-11-l-2.cssp;Ad;8;1.00E+20;1800
i-20-8-109-19-11-l-2.cssp;P;0;14;816.54
i-20-8-109-19-11-l-2.cssp;Pd;8;13;1378.2
i-20-8-109-19-11-l-3.cssp;A;0;1.00E+20;1800
i-20-8-109-19-11-l-3.cssp;Ad;8;1.00E+20;1800
i-20-8-109-19-11-l-3.cssp;P;0;13;979.86
i-20-8-109-19-11-l-3.cssp;Pd;8;14;821
i-20-8-109-19-11-l-4.cssp;A;0;1.00E+20;1800
i-20-8-109-19-11-l-4.cssp;Ad;8;1.00E+20;1800
i-20-8-109-19-11-l-4.cssp;P;0;14;698.78
i-20-8-109-19-11-l-4.cssp;Pd;8;13;1069.12
i-20-8-150-11-6-e-0.cssp;A;0;1.00E+20;1800
i-20-8-150-11-6-e-0.cssp;Ad;4;1.00E+20;1800
i-20-8-150-11-6-e-0.cssp;P;0;8;636.32
i-20-8-150-11-6-e-0.cssp;Pd;4;7;1545.74
i-20-8-150-11-6-e-1.cssp;A;0;1.00E+20;1800
i-20-8-150-11-6-e-1.cssp;Ad;4;1.00E+20;1800
i-20-8-150-11-6-e-1.cssp;P;0;8;770.46
i-20-8-150-11-6-e-1.cssp;Pd;4;8;954.44
i-20-8-150-11-6-e-2.cssp;A;0;1.00E+20;1800
i-20-8-150-11-6-e-2.cssp;Ad;4;1.00E+20;1800
i-20-8-150-11-6-e-2.cssp;P;0;8;701.76
i-20-8-150-11-6-e-2.cssp;Pd;4;8;677.74
i-20-8-150-11-6-e-3.cssp;A;0;1.00E+20;1800
i-20-8-150-11-6-e-3.cssp;Ad;4;1.00E+20;1800
i-20-8-150-11-6-e-3.cssp;P;0;8;751.88
i-20-8-150-11-6-e-3.cssp;Pd;4;8;1014.08
i-20-8-150-11-6-e-4.cssp;A;0;1.00E+20;1800
i-20-8-150-11-6-e-4.cssp;Ad;4;1.00E+20;1800
i-20-8-150-11-6-e-4.cssp;P;0;8;705.5
i-20-8-150-11-6-e-4.cssp;Pd;4;8;779.2
i-20-8-150-12-6-l-0.cssp;A;0;1.00E+20;1800
i-20-8-150-12-6-l-0.cssp;Ad;5;1.00E+20;1800
i-20-8-150-12-6-l-0.cssp;P;0;8;1125.26
i-20-8-150-12-6-l-0.cssp;Pd;5;8;1162.84
i-20-8-150-12-6-l-1.cssp;A;0;1.00E+20;1800
i-20-8-150-12-6-l-1.cssp;Ad;5;1.00E+20;1800
i-20-8-150-12-6-l-1.cssp;P;0;8;1173.58
i-20-8-150-12-6-l-1.cssp;Pd;5;8;1351.26
i-20-8-150-12-6-l-2.cssp;A;0;1.00E+20;1800
i-20-8-150-12-6-l-2.cssp;Ad;5;1.00E+20;1800
i-20-8-150-12-6-l-2.cssp;P;0;9;703.68
i-20-8-150-12-6-l-2.cssp;Pd;5;8;1800
i-20-8-150-12-6-l-3.cssp;A;0;1.00E+20;1800
i-20-8-150-12-6-l-3.cssp;Ad;5;1.00E+20;1800
i-20-8-150-12-6-l-3.cssp;P;0;9;836.94
i-20-8-150-12-6-l-3.cssp;Pd;5;9;763.84
i-20-8-150-12-6-l-4.cssp;A;0;1.00E+20;1800
i-20-8-150-12-6-l-4.cssp;Ad;5;1.00E+20;1800
i-20-8-150-12-6-l-4.cssp;P;0;8;1230.88
i-20-8-150-12-6-l-4.cssp;Pd;5;8;1559.94
i-20-8-50-16-10-e-0.cssp;A;3;1.00E+20;1800
i-20-8-50-16-10-e-0.cssp;Ad;7;1.00E+20;1800
i-20-8-50-16-10-e-0.cssp;P;7;11;918.08
i-20-8-50-16-10-e-0.cssp;Pd;7;11;678.16
i-20-8-50-16-10-e-1.cssp;A;3;1.00E+20;1800
i-20-8-50-16-10-e-1.cssp;Ad;7;1.00E+20;1800
i-20-8-50-16-10-e-1.cssp;P;7;11;672.74
i-20-8-50-16-10-e-1.cssp;Pd;7;11;763.38
i-20-8-50-16-10-e-2.cssp;A;4;1.00E+20;1800
i-20-8-50-16-10-e-2.cssp;Ad;7;1.00E+20;1800
i-20-8-50-16-10-e-2.cssp;P;7;11;579.04
i-20-8-50-16-10-e-2.cssp;Pd;7;11;695.18
i-20-8-50-16-10-e-3.cssp;A;3;1.00E+20;1800
i-20-8-50-16-10-e-3.cssp;Ad;7;1.00E+20;1800
i-20-8-50-16-10-e-3.cssp;P;7;11;839.62
i-20-8-50-16-10-e-3.cssp;Pd;7;11;889.26
i-20-8-50-16-10-e-4.cssp;A;3;1.00E+20;1800
i-20-8-50-16-10-e-4.cssp;Ad;7;1.00E+20;1800
i-20-8-50-16-10-e-4.cssp;P;6;11;957.58
i-20-8-50-16-10-e-4.cssp;Pd;7;11;856.52
i-20-8-50-17-10-l-0.cssp;A;4;1.00E+20;1800
i-20-8-50-17-10-l-0.cssp;Ad;7;1.00E+20;1800
i-20-8-50-17-10-l-0.cssp;P;7;12;616.26
i-20-8-50-17-10-l-0.cssp;Pd;8;12;659.84
i-20-8-50-17-10-l-1.cssp;A;4;1.00E+20;1800
i-20-8-50-17-10-l-1.cssp;Ad;8;1.00E+20;1800
i-20-8-50-17-10-l-1.cssp;P;7;12;665.38
i-20-8-50-17-10-l-1.cssp;Pd;8;12;588.4
i-20-8-50-17-10-l-2.cssp;A;4;1.00E+20;1800
i-20-8-50-17-10-l-2.cssp;Ad;7;1.00E+20;1800
i-20-8-50-17-10-l-2.cssp;P;7;12;668.72
i-20-8-50-17-10-l-2.cssp;Pd;8;12;579.3
i-20-8-50-17-10-l-3.cssp;A;4;1.00E+20;1800
i-20-8-50-17-10-l-3.cssp;Ad;7;1.00E+20;1800
i-20-8-50-17-10-l-3.cssp;P;7;12;642.72
i-20-8-50-17-10-l-3.cssp;Pd;8;12;674.42
i-20-8-50-17-10-l-4.cssp;A;4;1.00E+20;1800
i-20-8-50-17-10-l-4.cssp;Ad;7;1.00E+20;1800
i-20-8-50-17-10-l-4.cssp;P;4;12;709.8
i-20-8-50-17-10-l-4.cssp;Pd;8;12;696
i-20-8-75-12-7-e-0.cssp;A;1;1.00E+20;1800
i-20-8-75-12-7-e-0.cssp;Ad;5;1.00E+20;1800
i-20-8-75-12-7-e-0.cssp;P;1;8;1169.92
i-20-8-75-12-7-e-0.cssp;Pd;5;9;635.96
i-20-8-75-12-7-e-1.cssp;A;1;1.00E+20;1800
i-20-8-75-12-7-e-1.cssp;Ad;5;1.00E+20;1800
i-20-8-75-12-7-e-1.cssp;P;0;9;680.96
i-20-8-75-12-7-e-1.cssp;Pd;5;9;600.64
i-20-8-75-12-7-e-2.cssp;A;1;1.00E+20;1800
i-20-8-75-12-7-e-2.cssp;Ad;5;1.00E+20;1800
i-20-8-75-12-7-e-2.cssp;P;0;8;1449.78
i-20-8-75-12-7-e-2.cssp;Pd;5;8;791.88
i-20-8-75-12-7-e-3.cssp;A;1;1.00E+20;1800
i-20-8-75-12-7-e-3.cssp;Ad;5;1.00E+20;1800
i-20-8-75-12-7-e-3.cssp;P;0;8;1441.94
i-20-8-75-12-7-e-3.cssp;Pd;5;9;598.34
i-20-8-75-12-7-e-4.cssp;A;1;1.00E+20;1800
i-20-8-75-12-7-e-4.cssp;Ad;5;1.00E+20;1800
i-20-8-75-12-7-e-4.cssp;P;1;8;1291.7
i-20-8-75-12-7-e-4.cssp;Pd;5;8;979.12
i-20-8-75-13-7-l-0.cssp;A;1;1.00E+20;1800
i-20-8-75-13-7-l-0.cssp;Ad;5;1.00E+20;1800
i-20-8-75-13-7-l-0.cssp;P;0;9;774.76
i-20-8-75-13-7-l-0.cssp;Pd;6;9;747.56
i-20-8-75-13-7-l-1.cssp;A;0;1.00E+20;1800
i-20-8-75-13-7-l-1.cssp;Ad;5;1.00E+20;1800
i-20-8-75-13-7-l-1.cssp;P;0;9;780.68
i-20-8-75-13-7-l-1.cssp;Pd;5;9;610.3
i-20-8-75-13-7-l-2.cssp;A;1;1.00E+20;1800
i-20-8-75-13-7-l-2.cssp;Ad;5;1.00E+20;1800
i-20-8-75-13-7-l-2.cssp;P;0;9;1137.86
i-20-8-75-13-7-l-2.cssp;Pd;6;9;699.52
i-20-8-75-13-7-l-3.cssp;A;1;1.00E+20;1800
i-20-8-75-13-7-l-3.cssp;Ad;5;1.00E+20;1800
i-20-8-75-13-7-l-3.cssp;P;0;9;1039.32
i-20-8-75-13-7-l-3.cssp;Pd;6;9;654.88
i-20-8-75-13-7-l-4.cssp;A;1;1.00E+20;1800
i-20-8-75-13-7-l-4.cssp;Ad;5;1.00E+20;1800
i-20-8-75-13-7-l-4.cssp;P;0;9;685.92
i-20-8-75-13-7-l-4.cssp;Pd;6;9;646.26
i-2-2-100-20-1-e-0.cssp;A;1;1;82.88
i-2-2-100-20-1-e-0.cssp;Ad;1;1;1.08
i-2-2-100-20-1-e-0.cssp;P;1;1;26.68
i-2-2-100-20-1-e-0.cssp;Pd;1;1;0.04
i-2-2-100-20-1-e-1.cssp;A;1;1;237.62
i-2-2-100-20-1-e-1.cssp;Ad;1;1;2
i-2-2-100-20-1-e-1.cssp;P;1;1;25.4
i-2-2-100-20-1-e-1.cssp;Pd;1;1;0
i-2-2-100-20-1-e-2.cssp;A;1;1;141.08
i-2-2-100-20-1-e-2.cssp;Ad;1;1;0.8
i-2-2-100-20-1-e-2.cssp;P;1;1;37.5
i-2-2-100-20-1-e-2.cssp;Pd;1;1;0.02
i-2-2-100-20-1-e-3.cssp;A;1;1;91.4
i-2-2-100-20-1-e-3.cssp;Ad;1;1;9.18
i-2-2-100-20-1-e-3.cssp;P;1;1;28.14
i-2-2-100-20-1-e-3.cssp;Pd;1;1;0.02
i-2-2-100-20-1-e-4.cssp;A;1;1;142.08
i-2-2-100-20-1-e-4.cssp;Ad;1;1;1.3
i-2-2-100-20-1-e-4.cssp;P;1;1;23.1
i-2-2-100-20-1-e-4.cssp;Pd;1;1;0.16
i-2-2-100-29-1-l-0.cssp;A;1;1;222.14
i-2-2-100-29-1-l-0.cssp;Ad;1;1;52.66
i-2-2-100-29-1-l-0.cssp;P;1;1;22.14
i-2-2-100-29-1-l-0.cssp;Pd;1;1;0.06
i-2-2-100-29-1-l-1.cssp;A;1;1;227.56
i-2-2-100-29-1-l-1.cssp;Ad;1;1;0.84
i-2-2-100-29-1-l-1.cssp;P;1;1;25.54
i-2-2-100-29-1-l-1.cssp;Pd;1;1;0.02
i-2-2-100-29-1-l-2.cssp;A;1;1;185.28
i-2-2-100-29-1-l-2.cssp;Ad;1;1;0.66
i-2-2-100-29-1-l-2.cssp;P;1;1;26.92
i-2-2-100-29-1-l-2.cssp;Pd;1;1;0
i-2-2-100-29-1-l-3.cssp;A;1;1;161.2
i-2-2-100-29-1-l-3.cssp;Ad;1;1;2.38
i-2-2-100-29-1-l-3.cssp;P;1;1;27.4
i-2-2-100-29-1-l-3.cssp;Pd;1;1;0.04
i-2-2-100-29-1-l-4.cssp;A;1;1;144.02
i-2-2-100-29-1-l-4.cssp;Ad;1;1;53.16
i-2-2-100-29-1-l-4.cssp;P;1;1;24.62
i-2-2-100-29-1-l-4.cssp;Pd;1;1;0.04
i-2-2-50-17-1-e-0.cssp;A;1;1;30
i-2-2-50-17-1-e-0.cssp;Ad;1;1;4.12
i-2-2-50-17-1-e-0.cssp;P;1;1;1.68
i-2-2-50-17-1-e-0.cssp;Pd;1;1;0.02
i-2-2-50-17-1-e-1.cssp;A;1;1;20.66
i-2-2-50-17-1-e-1.cssp;Ad;1;1;6.86
i-2-2-50-17-1-e-1.cssp;P;1;1;1.46
i-2-2-50-17-1-e-1.cssp;Pd;1;1;0
i-2-2-50-17-1-e-2.cssp;A;1;1;2.98
i-2-2-50-17-1-e-2.cssp;Ad;1;1;0.38
i-2-2-50-17-1-e-2.cssp;P;1;1;1.64
i-2-2-50-17-1-e-2.cssp;Pd;1;1;0
i-2-2-50-17-1-e-3.cssp;A;1;1;6.04
i-2-2-50-17-1-e-3.cssp;Ad;1;1;0.4
i-2-2-50-17-1-e-3.cssp;P;1;1;1.72
i-2-2-50-17-1-e-3.cssp;Pd;1;1;0
i-2-2-50-17-1-e-4.cssp;A;1;1;6.64
i-2-2-50-17-1-e-4.cssp;Ad;1;1;0.58
i-2-2-50-17-1-e-4.cssp;P;1;1;1.62
i-2-2-50-17-1-e-4.cssp;Pd;1;1;0.04
i-2-2-50-25-1-l-0.cssp;A;1;1;7.64
i-2-2-50-25-1-l-0.cssp;Ad;1;1;1.5
i-2-2-50-25-1-l-0.cssp;P;1;1;1.06
i-2-2-50-25-1-l-0.cssp;Pd;1;1;0.02
i-2-2-50-25-1-l-1.cssp;A;1;1;4.28
i-2-2-50-25-1-l-1.cssp;Ad;1;1;0.4
i-2-2-50-25-1-l-1.cssp;P;1;1;1.06
i-2-2-50-25-1-l-1.cssp;Pd;1;1;0
i-2-2-50-25-1-l-2.cssp;A;1;1;8.44
i-2-2-50-25-1-l-2.cssp;Ad;1;1;1.64
i-2-2-50-25-1-l-2.cssp;P;1;1;1.14
i-2-2-50-25-1-l-2.cssp;Pd;1;1;0.02
i-2-2-50-25-1-l-3.cssp;A;1;1;67.76
i-2-2-50-25-1-l-3.cssp;Ad;1;1;2.72
i-2-2-50-25-1-l-3.cssp;P;1;1;1.12
i-2-2-50-25-1-l-3.cssp;Pd;1;1;0
i-2-2-50-25-1-l-4.cssp;A;1;1;26.92
i-2-2-50-25-1-l-4.cssp;Ad;1;1;2.72
i-2-2-50-25-1-l-4.cssp;P;1;1;1.18
i-2-2-50-25-1-l-4.cssp;Pd;1;1;0
i-2-2-75-19-1-e-0.cssp;A;1;1;68.54
i-2-2-75-19-1-e-0.cssp;Ad;1;1;2.08
i-2-2-75-19-1-e-0.cssp;P;1;1;8.56
i-2-2-75-19-1-e-0.cssp;Pd;1;1;0.02
i-2-2-75-19-1-e-1.cssp;A;1;1;50.88
i-2-2-75-19-1-e-1.cssp;Ad;1;1;0.82
i-2-2-75-19-1-e-1.cssp;P;1;1;7.38
i-2-2-75-19-1-e-1.cssp;Pd;1;1;0.02
i-2-2-75-19-1-e-2.cssp;A;0;0;40.96
i-2-2-75-19-1-e-2.cssp;Ad;0;0;0.2
i-2-2-75-19-1-e-2.cssp;P;0;0;2.9
i-2-2-75-19-1-e-2.cssp;Pd;0;0;0.02
i-2-2-75-19-1-e-3.cssp;A;0;0;35.98
i-2-2-75-19-1-e-3.cssp;Ad;0;0;0.14
i-2-2-75-19-1-e-3.cssp;P;0;0;1.88
i-2-2-75-19-1-e-3.cssp;Pd;0;0;0.02
i-2-2-75-19-1-e-4.cssp;A;1;1;15.3
i-2-2-75-19-1-e-4.cssp;Ad;1;1;0.28
i-2-2-75-19-1-e-4.cssp;P;1;1;8.34
i-2-2-75-19-1-e-4.cssp;Pd;1;1;0.06
i-2-2-75-28-1-l-0.cssp;A;1;1;59.48
i-2-2-75-28-1-l-0.cssp;Ad;1;1;7.4
i-2-2-75-28-1-l-0.cssp;P;1;1;6.94
i-2-2-75-28-1-l-0.cssp;Pd;1;1;0.02
i-2-2-75-28-1-l-1.cssp;A;1;1;52.26
i-2-2-75-28-1-l-1.cssp;Ad;1;1;10.76
i-2-2-75-28-1-l-1.cssp;P;1;1;7.34
i-2-2-75-28-1-l-1.cssp;Pd;1;1;0
i-2-2-75-28-1-l-2.cssp;A;1;1;31.6
i-2-2-75-28-1-l-2.cssp;Ad;1;1;0.68
i-2-2-75-28-1-l-2.cssp;P;1;1;6.24
i-2-2-75-28-1-l-2.cssp;Pd;1;1;0.1
i-2-2-75-28-1-l-3.cssp;A;1;1;42.42
i-2-2-75-28-1-l-3.cssp;Ad;1;1;1.6
i-2-2-75-28-1-l-3.cssp;P;1;1;8.34
i-2-2-75-28-1-l-3.cssp;Pd;1;1;0.02
i-2-2-75-28-1-l-4.cssp;A;1;1;59.12
i-2-2-75-28-1-l-4.cssp;Ad;1;1;0.5
i-2-2-75-28-1-l-4.cssp;P;1;1;7.12
i-2-2-75-28-1-l-4.cssp;Pd;1;1;0.02
i-2-4-100-13-1-e-0.cssp;A;1;1;226.62
i-2-4-100-13-1-e-0.cssp;Ad;1;1;13.88
i-2-4-100-13-1-e-0.cssp;P;1;1;178.86
i-2-4-100-13-1-e-0.cssp;Pd;1;1;1.2
i-2-4-100-13-1-e-1.cssp;A;1;1;686.92
i-2-4-100-13-1-e-1.cssp;Ad;1;1;63.38
i-2-4-100-13-1-e-1.cssp;P;1;1;192.74
i-2-4-100-13-1-e-1.cssp;Pd;1;1;1.84
i-2-4-100-13-1-e-2.cssp;A;1;1;388.32
i-2-4-100-13-1-e-2.cssp;Ad;1;1;93.58
i-2-4-100-13-1-e-2.cssp;P;1;1;143.38
i-2-4-100-13-1-e-2.cssp;Pd;1;1;0.4
i-2-4-100-13-1-e-3.cssp;A;1;1;493.36
i-2-4-100-13-1-e-3.cssp;Ad;1;1;116
i-2-4-100-13-1-e-3.cssp;P;1;1;181.82
i-2-4-100-13-1-e-3.cssp;Pd;1;1;0.32
i-2-4-100-13-1-e-4.cssp;A;1;1;505.72
i-2-4-100-13-1-e-4.cssp;Ad;1;2;1800
i-2-4-100-13-1-e-4.cssp;P;1;1;142.44
i-2-4-100-13-1-e-4.cssp;Pd;1;1;1.24
i-2-4-100-16-1-l-0.cssp;A;1;1;372.7
i-2-4-100-16-1-l-0.cssp;Ad;1;1;101.96
i-2-4-100-16-1-l-0.cssp;P;1;1;100.1
i-2-4-100-16-1-l-0.cssp;Pd;1;1;0.1
i-2-4-100-16-1-l-1.cssp;A;1;1;232.66
i-2-4-100-16-1-l-1.cssp;Ad;1;1;166.6
i-2-4-100-16-1-l-1.cssp;P;1;1;146.12
i-2-4-100-16-1-l-1.cssp;Pd;1;1;0.02
i-2-4-100-16-1-l-2.cssp;A;1;1;501.74
i-2-4-100-16-1-l-2.cssp;Ad;1;1;89.42
i-2-4-100-16-1-l-2.cssp;P;1;1;132.9
i-2-4-100-16-1-l-2.cssp;Pd;1;1;0.08
i-2-4-100-16-1-l-3.cssp;A;1;1;688.08
i-2-4-100-16-1-l-3.cssp;Ad;1;1;50.22
i-2-4-100-16-1-l-3.cssp;P;1;1;138
i-2-4-100-16-1-l-3.cssp;Pd;1;1;0.32
i-2-4-100-16-1-l-4.cssp;A;1;1;480.42
i-2-4-100-16-1-l-4.cssp;Ad;1;1;49.38
i-2-4-100-16-1-l-4.cssp;P;1;1;118.72
i-2-4-100-16-1-l-4.cssp;Pd;1;1;0.08
i-2-4-125-14-1-e-0.cssp;A;1;1;1063.5
i-2-4-125-14-1-e-0.cssp;Ad;1;2;1800
i-2-4-125-14-1-e-0.cssp;P;1;1;301.6
i-2-4-125-14-1-e-0.cssp;Pd;1;1;2.78
i-2-4-125-14-1-e-1.cssp;A;1;1;1223.56
i-2-4-125-14-1-e-1.cssp;Ad;1;1;84.16
i-2-4-125-14-1-e-1.cssp;P;1;1;262.42
i-2-4-125-14-1-e-1.cssp;Pd;1;1;0.8
i-2-4-125-14-1-e-2.cssp;A;1;1;1071.28
i-2-4-125-14-1-e-2.cssp;Ad;1;1;241.78
i-2-4-125-14-1-e-2.cssp;P;1;1;383.9
i-2-4-125-14-1-e-2.cssp;Pd;1;1;1.26
i-2-4-125-14-1-e-3.cssp;A;1;1;697.3
i-2-4-125-14-1-e-3.cssp;Ad;1;1;36.8
i-2-4-125-14-1-e-3.cssp;P;1;1;337.14
i-2-4-125-14-1-e-3.cssp;Pd;1;1;0.9
i-2-4-125-14-1-e-4.cssp;A;1;1;1045.58
i-2-4-125-14-1-e-4.cssp;Ad;1;1;456.22
i-2-4-125-14-1-e-4.cssp;P;1;1;303.32
i-2-4-125-14-1-e-4.cssp;Pd;1;1;0.74
i-2-4-125-17-1-l-0.cssp;A;1;1;1587.98
i-2-4-125-17-1-l-0.cssp;Ad;1;1;306.16
i-2-4-125-17-1-l-0.cssp;P;1;1;1190.32
i-2-4-125-17-1-l-0.cssp;Pd;1;1;0.04
i-2-4-125-17-1-l-1.cssp;A;1;1;1585.26
i-2-4-125-17-1-l-1.cssp;Ad;1;1;94.9
i-2-4-125-17-1-l-1.cssp;P;1;1;354.82
i-2-4-125-17-1-l-1.cssp;Pd;1;1;0.06
i-2-4-125-17-1-l-2.cssp;A;1;2;1800
i-2-4-125-17-1-l-2.cssp;Ad;1;1;54.34
i-2-4-125-17-1-l-2.cssp;P;1;1;318.34
i-2-4-125-17-1-l-2.cssp;Pd;1;1;0.04
i-2-4-125-17-1-l-3.cssp;A;1;1;1350.06
i-2-4-125-17-1-l-3.cssp;Ad;1;1;252.02
i-2-4-125-17-1-l-3.cssp;P;1;1;304.26
i-2-4-125-17-1-l-3.cssp;Pd;1;1;0.06
i-2-4-125-17-1-l-4.cssp;A;1;1;1489.66
i-2-4-125-17-1-l-4.cssp;Ad;1;1;28.3
i-2-4-125-17-1-l-4.cssp;P;1;1;324.36
i-2-4-125-17-1-l-4.cssp;Pd;1;1;0.12
i-2-4-150-15-1-e-0.cssp;A;0;1;1800
i-2-4-150-15-1-e-0.cssp;Ad;1;1;41.42
i-2-4-150-15-1-e-0.cssp;P;1;1;838.36
i-2-4-150-15-1-e-0.cssp;Pd;1;1;3.34
i-2-4-150-15-1-e-1.cssp;A;0;1;1800
i-2-4-150-15-1-e-1.cssp;Ad;1;1;7.42
i-2-4-150-15-1-e-1.cssp;P;1;1;426.26
i-2-4-150-15-1-e-1.cssp;Pd;1;1;0.62
i-2-4-150-15-1-e-2.cssp;A;1;1;1319.8
i-2-4-150-15-1-e-2.cssp;Ad;1;1;285.86
i-2-4-150-15-1-e-2.cssp;P;1;1;387.06
i-2-4-150-15-1-e-2.cssp;Pd;1;1;0.42
i-2-4-150-15-1-e-3.cssp;A;0;1;1800
i-2-4-150-15-1-e-3.cssp;Ad;1;2;1800
i-2-4-150-15-1-e-3.cssp;P;1;1;605.52
i-2-4-150-15-1-e-3.cssp;Pd;1;1;0.92
i-2-4-150-15-1-e-4.cssp;A;0;1;1800
i-2-4-150-15-1-e-4.cssp;Ad;1;1;145.68
i-2-4-150-15-1-e-4.cssp;P;1;1;592.04
i-2-4-150-15-1-e-4.cssp;Pd;1;1;3.08
i-2-4-150-17-1-l-0.cssp;A;0;2;1800
i-2-4-150-17-1-l-0.cssp;Ad;1;1;180.24
i-2-4-150-17-1-l-0.cssp;P;1;1;516.92
i-2-4-150-17-1-l-0.cssp;Pd;1;1;0.08
i-2-4-150-17-1-l-1.cssp;A;0;1;1800
i-2-4-150-17-1-l-1.cssp;Ad;1;3;1800
i-2-4-150-17-1-l-1.cssp;P;1;1;767.3
i-2-4-150-17-1-l-1.cssp;Pd;1;1;0.06
i-2-4-150-17-1-l-2.cssp;A;0;1;1800
i-2-4-150-17-1-l-2.cssp;Ad;1;3;1800
i-2-4-150-17-1-l-2.cssp;P;1;1;808.6
i-2-4-150-17-1-l-2.cssp;Pd;1;1;0.24
i-2-4-150-17-1-l-3.cssp;A;0;2;1800
i-2-4-150-17-1-l-3.cssp;Ad;1;3;1800
i-2-4-150-17-1-l-3.cssp;P;1;1;562.66
i-2-4-150-17-1-l-3.cssp;Pd;1;1;0.08
i-2-4-150-17-1-l-4.cssp;A;0.167854;2;1800
i-2-4-150-17-1-l-4.cssp;Ad;1;1;35.62
i-2-4-150-17-1-l-4.cssp;P;1;1;1683.92
i-2-4-150-17-1-l-4.cssp;Pd;1;1;0.06
i-2-4-50-16-2-e-0.cssp;A;2;2;154.42
i-2-4-50-16-2-e-0.cssp;Ad;2;2;12.04
i-2-4-50-16-2-e-0.cssp;P;2;2;7.18
i-2-4-50-16-2-e-0.cssp;Pd;2;2;0.22
i-2-4-50-16-2-e-1.cssp;A;2;2;826.02
i-2-4-50-16-2-e-1.cssp;Ad;2;2;57.92
i-2-4-50-16-2-e-1.cssp;P;2;2;12.58
i-2-4-50-16-2-e-1.cssp;Pd;2;2;4.32
i-2-4-50-16-2-e-2.cssp;A;2;2;520.52
i-2-4-50-16-2-e-2.cssp;Ad;2;2;78.96
i-2-4-50-16-2-e-2.cssp;P;2;2;10.42
i-2-4-50-16-2-e-2.cssp;Pd;2;2;0.38
i-2-4-50-16-2-e-3.cssp;A;2;2;189.54
i-2-4-50-16-2-e-3.cssp;Ad;2;2;70.54
i-2-4-50-16-2-e-3.cssp;P;2;2;6.12
i-2-4-50-16-2-e-3.cssp;Pd;2;2;0.38
i-2-4-50-16-2-e-4.cssp;A;2;2;403
i-2-4-50-16-2-e-4.cssp;Ad;2;2;32.8
i-2-4-50-16-2-e-4.cssp;P;2;2;11.74
i-2-4-50-16-2-e-4.cssp;Pd;2;2;0.2
i-2-4-50-19-2-l-0.cssp;A;2;2;352.84
i-2-4-50-19-2-l-0.cssp;Ad;2;2;84.7
i-2-4-50-19-2-l-0.cssp;P;2;2;5.2
i-2-4-50-19-2-l-0.cssp;Pd;2;2;0.02
i-2-4-50-19-2-l-1.cssp;A;2;2;269.76
i-2-4-50-19-2-l-1.cssp;Ad;2;2;11.68
i-2-4-50-19-2-l-1.cssp;P;2;2;7.86
i-2-4-50-19-2-l-1.cssp;Pd;2;2;0.1
i-2-4-50-19-2-l-2.cssp;A;2;2;61.68
i-2-4-50-19-2-l-2.cssp;Ad;2;2;55.7
i-2-4-50-19-2-l-2.cssp;P;2;2;9.16
i-2-4-50-19-2-l-2.cssp;Pd;2;2;0.1
i-2-4-50-19-2-l-3.cssp;A;2;2;76.76
i-2-4-50-19-2-l-3.cssp;Ad;2;2;56
i-2-4-50-19-2-l-3.cssp;P;2;2;8.04
i-2-4-50-19-2-l-3.cssp;Pd;2;2;0.2
i-2-4-50-19-2-l-4.cssp;A;2;2;76.6
i-2-4-50-19-2-l-4.cssp;Ad;2;2;12.44
i-2-4-50-19-2-l-4.cssp;P;2;2;9.38
i-2-4-50-19-2-l-4.cssp;Pd;2;2;0.04
i-2-4-75-13-1-e-0.cssp;A;1;1;102.66
i-2-4-75-13-1-e-0.cssp;Ad;1;1;171.2
i-2-4-75-13-1-e-0.cssp;P;1;1;57.16
i-2-4-75-13-1-e-0.cssp;Pd;1;1;0.16
i-2-4-75-13-1-e-1.cssp;A;1;1;425.44
i-2-4-75-13-1-e-1.cssp;Ad;1;1;62.18
i-2-4-75-13-1-e-1.cssp;P;1;1;71.76
i-2-4-75-13-1-e-1.cssp;Pd;1;1;0.32
i-2-4-75-13-1-e-2.cssp;A;1;1;90.24
i-2-4-75-13-1-e-2.cssp;Ad;1;2;1800
