filename;formulation;lb;ub;time
i-4-4-100-9-1-l-1.cssp;A;1;1;310.42
i-4-4-100-9-1-l-1.cssp;Ad;1;1;66.04
i-4-4-100-9-1-l-1.cssp;P;1;1;137.16
i-4-4-100-9-1-l-1.cssp;Pd;1;1;0.02
i-4-4-100-9-1-l-2.cssp;A;1;1;566.02
i-4-4-100-9-1-l-2.cssp;Ad;1;1;1.46
i-4-4-100-9-1-l-2.cssp;P;1;1;210.64
i-4-4-100-9-1-l-2.cssp;Pd;1;1;0.04
i-4-4-100-9-1-l-3.cssp;A;1;1;1184.6
i-4-4-100-9-1-l-3.cssp;Ad;1;1;161.88
i-4-4-100-9-1-l-3.cssp;P;1;1;251.98
i-4-4-100-9-1-l-3.cssp;Pd;1;1;0.02
i-4-4-100-9-1-l-4.cssp;A;1;1;379.28
i-4-4-100-9-1-l-4.cssp;Ad;1;1;112.12
i-4-4-100-9-1-l-4.cssp;P;1;1;121.68
i-4-4-100-9-1-l-4.cssp;Pd;1;1;0.02
i-4-4-125-16-4-e-0.cssp;A;0;8;1800
i-4-4-125-16-4-e-0.cssp;Ad;4;5;1800
i-4-4-125-16-4-e-0.cssp;P;4;4;742.3
i-4-4-125-16-4-e-0.cssp;Pd;4;4;12.68
i-4-4-125-16-4-e-1.cssp;A;0;5;1800
i-4-4-125-16-4-e-1.cssp;Ad;4;8;1800
i-4-4-125-16-4-e-1.cssp;P;4;4;527.96
i-4-4-125-16-4-e-1.cssp;Pd;4;4;598.94
i-4-4-125-16-4-e-2.cssp;A;0;10;1800
i-4-4-125-16-4-e-2.cssp;Ad;3;5;1800
i-4-4-125-16-4-e-2.cssp;P;4;4;547.7
i-4-4-125-16-4-e-2.cssp;Pd;4;4;17.4
i-4-4-125-16-4-e-3.cssp;A;0;4;1800
i-4-4-125-16-4-e-3.cssp;Ad;4;5;1800
i-4-4-125-16-4-e-3.cssp;P;4;4;354.98
i-4-4-125-16-4-e-3.cssp;Pd;4;4;32.48
i-4-4-125-16-4-e-4.cssp;A;0;5;1800
i-4-4-125-16-4-e-4.cssp;Ad;3;5;1800
i-4-4-125-16-4-e-4.cssp;P;4;4;386.72
i-4-4-125-16-4-e-4.cssp;Pd;4;4;788.42
i-4-4-125-18-4-l-0.cssp;A;0;9;1800
i-4-4-125-18-4-l-0.cssp;Ad;4;4;155.64
i-4-4-125-18-4-l-0.cssp;P;4;4;803.64
i-4-4-125-18-4-l-0.cssp;Pd;4;4;15.38
i-4-4-125-18-4-l-1.cssp;A;0;8;1800
i-4-4-125-18-4-l-1.cssp;Ad;4;8;1800
i-4-4-125-18-4-l-1.cssp;P;4;4;586.1
i-4-4-125-18-4-l-1.cssp;Pd;4;4;9.58
i-4-4-125-18-4-l-2.cssp;A;0;9;1800
i-4-4-125-18-4-l-2.cssp;Ad;4;5;1800
i-4-4-125-18-4-l-2.cssp;P;4;4;669.36
i-4-4-125-18-4-l-2.cssp;Pd;4;4;54.54
i-4-4-125-18-4-l-3.cssp;A;0;10;1800
i-4-4-125-18-4-l-3.cssp;Ad;4;4;1501.52
i-4-4-125-18-4-l-3.cssp;P;4;4;511.2
i-4-4-125-18-4-l-3.cssp;Pd;4;4;12.18
i-4-4-125-18-4-l-4.cssp;A;0;8;1800
i-4-4-125-18-4-l-4.cssp;Ad;4;4;1616.9
i-4-4-125-18-4-l-4.cssp;P;4;4;561.26
i-4-4-125-18-4-l-4.cssp;Pd;4;4;7.34
i-4-4-150-8-1-e-0.cssp;A;0;1;1800
i-4-4-150-8-1-e-0.cssp;Ad;1;1;157.62
i-4-4-150-8-1-e-0.cssp;P;1;1;654
i-4-4-150-8-1-e-0.cssp;Pd;1;1;0.94
i-4-4-150-8-1-e-1.cssp;A;0;1;1800
i-4-4-150-8-1-e-1.cssp;Ad;1;2;1800
i-4-4-150-8-1-e-1.cssp;P;1;1;715.66
i-4-4-150-8-1-e-1.cssp;Pd;1;1;4.18
i-4-4-150-8-1-e-2.cssp;A;0;1;1800
i-4-4-150-8-1-e-2.cssp;Ad;1;1;210.62
i-4-4-150-8-1-e-2.cssp;P;1;1;892.3
i-4-4-150-8-1-e-2.cssp;Pd;1;1;1.54
i-4-4-150-8-1-e-3.cssp;A;0;1;1800
i-4-4-150-8-1-e-3.cssp;Ad;1;2;1800
i-4-4-150-8-1-e-3.cssp;P;1;1;1108.38
i-4-4-150-8-1-e-3.cssp;Pd;1;1;2.38
i-4-4-150-8-1-e-4.cssp;A;0;1;1800
i-4-4-150-8-1-e-4.cssp;Ad;1;2;1800
i-4-4-150-8-1-e-4.cssp;P;1;1;652.34
i-4-4-150-8-1-e-4.cssp;Pd;1;1;6.56
i-4-4-150-9-1-l-0.cssp;A;0;1;1800
i-4-4-150-9-1-l-0.cssp;Ad;1;1;22.26
i-4-4-150-9-1-l-0.cssp;P;1;1;1041.42
i-4-4-150-9-1-l-0.cssp;Pd;1;1;0.78
i-4-4-150-9-1-l-1.cssp;A;0;2;1800
i-4-4-150-9-1-l-1.cssp;Ad;1;1;245.4
i-4-4-150-9-1-l-1.cssp;P;1;1;942.44
i-4-4-150-9-1-l-1.cssp;Pd;1;1;0.04
i-4-4-150-9-1-l-2.cssp;A;0;1;1800
i-4-4-150-9-1-l-2.cssp;Ad;1;1;2.72
i-4-4-150-9-1-l-2.cssp;P;1;1;890.68
i-4-4-150-9-1-l-2.cssp;Pd;1;1;0.06
i-4-4-150-9-1-l-3.cssp;A;0;2;1800
i-4-4-150-9-1-l-3.cssp;Ad;1;1;146.42
i-4-4-150-9-1-l-3.cssp;P;1;1;1101
i-4-4-150-9-1-l-3.cssp;Pd;1;1;0.44
i-4-4-150-9-1-l-4.cssp;A;1;1;1588.16
i-4-4-150-9-1-l-4.cssp;Ad;1;1;10.62
i-4-4-150-9-1-l-4.cssp;P;1;1;645.38
i-4-4-150-9-1-l-4.cssp;Pd;1;1;1.94
i-4-4-50-17-5-e-0.cssp;A;2;5;1800
i-4-4-50-17-5-e-0.cssp;Ad;5;5;586.6
i-4-4-50-17-5-e-0.cssp;P;5;5;15.5
i-4-4-50-17-5-e-0.cssp;Pd;5;5;15.82
i-4-4-50-17-5-e-1.cssp;A;2;5;1800
i-4-4-50-17-5-e-1.cssp;Ad;5;5;347.76
i-4-4-50-17-5-e-1.cssp;P;5;5;22.72
i-4-4-50-17-5-e-1.cssp;Pd;5;5;0.28
i-4-4-50-17-5-e-2.cssp;A;2;5;1800
i-4-4-50-17-5-e-2.cssp;Ad;5;6;1800
i-4-4-50-17-5-e-2.cssp;P;5;5;9.12
i-4-4-50-17-5-e-2.cssp;Pd;5;5;7.48
i-4-4-50-17-5-e-3.cssp;A;2;5;1800
i-4-4-50-17-5-e-3.cssp;Ad;5;5;293.52
i-4-4-50-17-5-e-3.cssp;P;5;5;14.18
i-4-4-50-17-5-e-3.cssp;Pd;5;5;18.14
i-4-4-50-17-5-e-4.cssp;A;2;5;1800
i-4-4-50-17-5-e-4.cssp;Ad;4;5;1800
i-4-4-50-17-5-e-4.cssp;P;5;5;14.64
i-4-4-50-17-5-e-4.cssp;Pd;5;5;0.56
i-4-4-50-19-5-l-0.cssp;A;3;5;1800
i-4-4-50-19-5-l-0.cssp;Ad;5;6;1800
i-4-4-50-19-5-l-0.cssp;P;5;5;13.34
i-4-4-50-19-5-l-0.cssp;Pd;5;5;1.44
i-4-4-50-19-5-l-1.cssp;A;3;5;1800
i-4-4-50-19-5-l-1.cssp;Ad;5;5;674.18
i-4-4-50-19-5-l-1.cssp;P;5;5;9.88
i-4-4-50-19-5-l-1.cssp;Pd;5;5;0.28
i-4-4-50-19-5-l-2.cssp;A;2;5;1800
i-4-4-50-19-5-l-2.cssp;Ad;5;5;1542.48
i-4-4-50-19-5-l-2.cssp;P;5;5;12.2
i-4-4-50-19-5-l-2.cssp;Pd;5;5;1.98
i-4-4-50-19-5-l-3.cssp;A;2;5;1800
i-4-4-50-19-5-l-3.cssp;Ad;5;5;57.04
i-4-4-50-19-5-l-3.cssp;P;5;5;9.12
i-4-4-50-19-5-l-3.cssp;Pd;5;5;3.4
i-4-4-50-19-5-l-4.cssp;A;2;5;1800
i-4-4-50-19-5-l-4.cssp;Ad;5;5;217.78
i-4-4-50-19-5-l-4.cssp;P;5;5;24.62
i-4-4-50-19-5-l-4.cssp;Pd;5;5;1.48
i-4-4-75-10-2-e-0.cssp;A;1;2;1800
i-4-4-75-10-2-e-0.cssp;Ad;2;2;462.98
i-4-4-75-10-2-e-0.cssp;P;2;2;200.82
i-4-4-75-10-2-e-0.cssp;Pd;2;2;9.14
i-4-4-75-10-2-e-1.cssp;A;1;2;1800
i-4-4-75-10-2-e-1.cssp;Ad;2;2;541.28
i-4-4-75-10-2-e-1.cssp;P;2;2;77.5
i-4-4-75-10-2-e-1.cssp;Pd;2;2;10.3
i-4-4-75-10-2-e-2.cssp;A;1;2;1800
i-4-4-75-10-2-e-2.cssp;Ad;2;2;241.28
i-4-4-75-10-2-e-2.cssp;P;2;2;53.52
i-4-4-75-10-2-e-2.cssp;Pd;2;2;3.36
i-4-4-75-10-2-e-3.cssp;A;1;2;1800
i-4-4-75-10-2-e-3.cssp;Ad;2;2;12.54
i-4-4-75-10-2-e-3.cssp;P;2;2;66.2
i-4-4-75-10-2-e-3.cssp;Pd;2;2;34.72
i-4-4-75-10-2-e-4.cssp;A;0;2;1800
i-4-4-75-10-2-e-4.cssp;Ad;2;2;149.3
i-4-4-75-10-2-e-4.cssp;P;2;2;114.44
i-4-4-75-10-2-e-4.cssp;Pd;2;2;11.36
i-4-4-75-11-2-l-0.cssp;A;1;2;1800
i-4-4-75-11-2-l-0.cssp;Ad;2;3;1800
i-4-4-75-11-2-l-0.cssp;P;2;2;61.34
i-4-4-75-11-2-l-0.cssp;Pd;2;2;1.06
i-4-4-75-11-2-l-1.cssp;A;1;2;1800
i-4-4-75-11-2-l-1.cssp;Ad;2;2;245.42
i-4-4-75-11-2-l-1.cssp;P;2;2;71.66
i-4-4-75-11-2-l-1.cssp;Pd;2;2;1.6
i-4-4-75-11-2-l-2.cssp;A;0.629231;2;1800
i-4-4-75-11-2-l-2.cssp;Ad;2;2;87.32
i-4-4-75-11-2-l-2.cssp;P;2;2;102.72
i-4-4-75-11-2-l-2.cssp;Pd;2;2;0.88
i-4-4-75-11-2-l-3.cssp;A;1;2;1800
i-4-4-75-11-2-l-3.cssp;Ad;2;2;284.54
i-4-4-75-11-2-l-3.cssp;P;2;2;67.2
i-4-4-75-11-2-l-3.cssp;Pd;2;2;0.5
i-4-4-75-11-2-l-4.cssp;A;0.468878;2;1800
i-4-4-75-11-2-l-4.cssp;Ad;2;3;1800
i-4-4-75-11-2-l-4.cssp;P;2;2;116.4
i-4-4-75-11-2-l-4.cssp;Pd;2;2;0.52
i-4-8-100-6-1-e-0.cssp;A;1;1;983.26
i-4-8-100-6-1-e-0.cssp;Ad;1;2;1800
i-4-8-100-6-1-e-0.cssp;P;1;1;629.32
i-4-8-100-6-1-e-0.cssp;Pd;1;1;281.64
i-4-8-100-6-1-e-1.cssp;A;0.0249637;2;1800
i-4-8-100-6-1-e-1.cssp;Ad;1;2;1800
i-4-8-100-6-1-e-1.cssp;P;0;2;934.06
i-4-8-100-6-1-e-1.cssp;Pd;1;1;730.22
i-4-8-100-6-1-e-2.cssp;A;0;1;1800
i-4-8-100-6-1-e-2.cssp;Ad;1;1;913.1
i-4-8-100-6-1-e-2.cssp;P;1;1;1094.14
i-4-8-100-6-1-e-2.cssp;Pd;1;1;1520.16
i-4-8-100-6-1-e-3.cssp;A;0;1;1800
i-4-8-100-6-1-e-3.cssp;Ad;1;1;184.72
i-4-8-100-6-1-e-3.cssp;P;0;2;1041.92
i-4-8-100-6-1-e-3.cssp;Pd;1;1;54.36
i-4-8-100-6-1-e-4.cssp;A;0;1;1800
i-4-8-100-6-1-e-4.cssp;Ad;1;1;1012.38
i-4-8-100-6-1-e-4.cssp;P;0;2;1241.6
i-4-8-100-6-1-e-4.cssp;Pd;1;2;1800
i-4-8-100-7-1-l-0.cssp;A;0;1;1800
i-4-8-100-7-1-l-0.cssp;Ad;1;1;188.68
i-4-8-100-7-1-l-0.cssp;P;1;1;1363.88
i-4-8-100-7-1-l-0.cssp;Pd;1;1;5.1
i-4-8-100-7-1-l-1.cssp;A;1;1;601.38
i-4-8-100-7-1-l-1.cssp;Ad;1;2;1800
i-4-8-100-7-1-l-1.cssp;P;1;1;578.82
i-4-8-100-7-1-l-1.cssp;Pd;1;1;4.6
i-4-8-100-7-1-l-2.cssp;A;1;1;1662.2
i-4-8-100-7-1-l-2.cssp;Ad;1;2;1800
i-4-8-100-7-1-l-2.cssp;P;1;1;1120.36
i-4-8-100-7-1-l-2.cssp;Pd;1;1;0.3
i-4-8-100-7-1-l-3.cssp;A;0;2;1800
i-4-8-100-7-1-l-3.cssp;Ad;1;1;102.78
i-4-8-100-7-1-l-3.cssp;P;1;1;1548.24
i-4-8-100-7-1-l-3.cssp;Pd;1;1;1.92
i-4-8-100-7-1-l-4.cssp;A;1;1;1468.22
i-4-8-100-7-1-l-4.cssp;Ad;1;1;153.42
i-4-8-100-7-1-l-4.cssp;P;1;1;1548.28
i-4-8-100-7-1-l-4.cssp;Pd;1;1;1.62
i-4-8-125-15-5-e-0.cssp;A;0;12;1800
i-4-8-125-15-5-e-0.cssp;Ad;4;10;1800
i-4-8-125-15-5-e-0.cssp;P;0;7;1353.44
i-4-8-125-15-5-e-0.cssp;Pd;4;6;1800
i-4-8-125-15-5-e-1.cssp;A;0;11;1800
i-4-8-125-15-5-e-1.cssp;Ad;4;10;1800
i-4-8-125-15-5-e-1.cssp;P;0;7;1385.94
i-4-8-125-15-5-e-1.cssp;Pd;4;7;1555.86
i-4-8-125-15-5-e-2.cssp;A;0;1.00E+20;1800
i-4-8-125-15-5-e-2.cssp;Ad;4;9;1800
i-4-8-125-15-5-e-2.cssp;P;0;7;1763.46
i-4-8-125-15-5-e-2.cssp;Pd;4;6;1518.1
i-4-8-125-15-5-e-3.cssp;A;0;1.00E+20;1800
i-4-8-125-15-5-e-3.cssp;Ad;4;11;1800
i-4-8-125-15-5-e-3.cssp;P;0;7;1343.52
i-4-8-125-15-5-e-3.cssp;Pd;4;6;1800
i-4-8-125-15-5-e-4.cssp;A;0;10;1800
i-4-8-125-15-5-e-4.cssp;Ad;4;11;1800
i-4-8-125-15-5-e-4.cssp;P;0;6;1517.28
i-4-8-125-15-5-e-4.cssp;Pd;4;6;1800
i-4-8-125-16-5-l-0.cssp;A;0;11;1800
i-4-8-125-16-5-l-0.cssp;Ad;4;11;1800
i-4-8-125-16-5-l-0.cssp;P;0;7;1800
i-4-8-125-16-5-l-0.cssp;Pd;4;7;1693.54
i-4-8-125-16-5-l-1.cssp;A;0;1.00E+20;1800
i-4-8-125-16-5-l-1.cssp;Ad;4;12;1800
i-4-8-125-16-5-l-1.cssp;P;0;7;1800
i-4-8-125-16-5-l-1.cssp;Pd;4;7;1800
i-4-8-125-16-5-l-2.cssp;A;0;10;1800
i-4-8-125-16-5-l-2.cssp;Ad;4;11;1800
i-4-8-125-16-5-l-2.cssp;P;0;7;1800
i-4-8-125-16-5-l-2.cssp;Pd;4;7;1427.62
i-4-8-125-16-5-l-3.cssp;A;0;11;1800
i-4-8-125-16-5-l-3.cssp;Ad;4;10;1800
i-4-8-125-16-5-l-3.cssp;P;0;7;1800
i-4-8-125-16-5-l-3.cssp;Pd;4;7;1580.74
i-4-8-125-16-5-l-4.cssp;A;0;1.00E+20;1800
i-4-8-125-16-5-l-4.cssp;Ad;4;10;1800
i-4-8-125-16-5-l-4.cssp;P;0;7;1800
i-4-8-125-16-5-l-4.cssp;Pd;4;6;1800
i-4-8-150-11-3-e-0.cssp;A;0;8;1800
i-4-8-150-11-3-e-0.cssp;Ad;2;6;1800
i-4-8-150-11-3-e-0.cssp;P;0;5;1114.2
i-4-8-150-11-3-e-0.cssp;Pd;3;4;1800
i-4-8-150-11-3-e-1.cssp;A;0;7;1800
i-4-8-150-11-3-e-1.cssp;Ad;2;7;1800
i-4-8-150-11-3-e-1.cssp;P;0;5;1057.96
i-4-8-150-11-3-e-1.cssp;Pd;3;4;1800
i-4-8-150-11-3-e-2.cssp;A;0;6;1800
i-4-8-150-11-3-e-2.cssp;Ad;2;5;1800
i-4-8-150-11-3-e-2.cssp;P;0;5;1373.16
i-4-8-150-11-3-e-2.cssp;Pd;3;4;1800
i-4-8-150-11-3-e-3.cssp;A;0;6;1800
i-4-8-150-11-3-e-3.cssp;Ad;2;5;1800
i-4-8-150-11-3-e-3.cssp;P;0;5;1086.76
i-4-8-150-11-3-e-3.cssp;Pd;3;4;1800
i-4-8-150-11-3-e-4.cssp;A;0;7;1800
i-4-8-150-11-3-e-4.cssp;Ad;2;7;1800
i-4-8-150-11-3-e-4.cssp;P;0;5;822.38
i-4-8-150-11-3-e-4.cssp;Pd;3;4;1800
i-4-8-150-12-3-l-0.cssp;A;0;8;1800
i-4-8-150-12-3-l-0.cssp;Ad;3;9;1800
i-4-8-150-12-3-l-0.cssp;P;0;5;1642.02
i-4-8-150-12-3-l-0.cssp;Pd;3;4;1800
i-4-8-150-12-3-l-1.cssp;A;0;8;1800
i-4-8-150-12-3-l-1.cssp;Ad;3;7;1800
i-4-8-150-12-3-l-1.cssp;P;0;5;1236.3
i-4-8-150-12-3-l-1.cssp;Pd;3;4;1800
i-4-8-150-12-3-l-2.cssp;A;0;8;1800
i-4-8-150-12-3-l-2.cssp;Ad;3;8;1800
i-4-8-150-12-3-l-2.cssp;P;0;5;1558.52
i-4-8-150-12-3-l-2.cssp;Pd;3;5;1396.72
i-4-8-150-12-3-l-3.cssp;A;0;1.00E+20;1800
i-4-8-150-12-3-l-3.cssp;Ad;3;7;1800
i-4-8-150-12-3-l-3.cssp;P;0;5;1763.96
i-4-8-150-12-3-l-3.cssp;Pd;3;5;1309.92
i-4-8-150-12-3-l-4.cssp;A;0;1.00E+20;1800
i-4-8-150-12-3-l-4.cssp;Ad;3;8;1800
i-4-8-150-12-3-l-4.cssp;P;0;5;1800
i-4-8-150-12-3-l-4.cssp;Pd;3;5;1501.2
i-4-8-50-16-6-e-0.cssp;A;2;7;1800
i-4-8-50-16-6-e-0.cssp;Ad;5;8;1800
i-4-8-50-16-6-e-0.cssp;P;5;7;1590.64
i-4-8-50-16-6-e-0.cssp;Pd;5;7;1283.04
i-4-8-50-16-6-e-1.cssp;A;0;9;1800
i-4-8-50-16-6-e-1.cssp;Ad;5;8;1800
i-4-8-50-16-6-e-1.cssp;P;4;8;851
i-4-8-50-16-6-e-1.cssp;Pd;5;7;1196.04
i-4-8-50-16-6-e-2.cssp;A;0;10;1800
i-4-8-50-16-6-e-2.cssp;Ad;5;7;1800
i-4-8-50-16-6-e-2.cssp;P;5;7;1694.62
i-4-8-50-16-6-e-2.cssp;Pd;5;7;1051.02
i-4-8-50-16-6-e-3.cssp;A;1;8;1800
i-4-8-50-16-6-e-3.cssp;Ad;4;10;1800
i-4-8-50-16-6-e-3.cssp;P;5;7;1607.86
i-4-8-50-16-6-e-3.cssp;Pd;5;7;839.28
i-4-8-50-16-6-e-4.cssp;A;1;8;1800
i-4-8-50-16-6-e-4.cssp;Ad;5;8;1800
i-4-8-50-16-6-e-4.cssp;P;5;7;1334.56
i-4-8-50-16-6-e-4.cssp;Pd;5;7;1279.36
i-4-8-50-17-6-l-0.cssp;A;0;7;1800
i-4-8-50-17-6-l-0.cssp;Ad;5;9;1800
i-4-8-50-17-6-l-0.cssp;P;6;6;945.62
i-4-8-50-17-6-l-0.cssp;Pd;6;6;1267.6
i-4-8-50-17-6-l-1.cssp;A;3;8;1800
i-4-8-50-17-6-l-1.cssp;Ad;5;10;1800
i-4-8-50-17-6-l-1.cssp;P;5;8;1038.6
i-4-8-50-17-6-l-1.cssp;Pd;5;8;851.34
i-4-8-50-17-6-l-2.cssp;A;2;9;1800
i-4-8-50-17-6-l-2.cssp;Ad;5;10;1800
i-4-8-50-17-6-l-2.cssp;P;5;8;897.9
i-4-8-50-17-6-l-2.cssp;Pd;5;8;1117.66
i-4-8-50-17-6-l-3.cssp;A;2;8;1800
i-4-8-50-17-6-l-3.cssp;Ad;5;8;1800
i-4-8-50-17-6-l-3.cssp;P;5;8;1060.32
i-4-8-50-17-6-l-3.cssp;Pd;5;8;816.96
i-4-8-50-17-6-l-4.cssp;A;0;7;1800
i-4-8-50-17-6-l-4.cssp;Ad;5;8;1800
i-4-8-50-17-6-l-4.cssp;P;5;8;935.38
i-4-8-50-17-6-l-4.cssp;Pd;5;8;993.42
i-4-8-75-8-2-e-0.cssp;A;0.00682759;3;1800
i-4-8-75-8-2-e-0.cssp;Ad;2;3;1800
i-4-8-75-8-2-e-0.cssp;P;2;2;1374.48
i-4-8-75-8-2-e-0.cssp;Pd;2;2;1186.02
i-4-8-75-8-2-e-1.cssp;A;0;3;1800
i-4-8-75-8-2-e-1.cssp;Ad;2;2;296.54
i-4-8-75-8-2-e-1.cssp;P;2;2;1353.68
i-4-8-75-8-2-e-1.cssp;Pd;2;3;1800
i-4-8-75-8-2-e-2.cssp;A;0;2;1800
i-4-8-75-8-2-e-2.cssp;Ad;2;3;1800
i-4-8-75-8-2-e-2.cssp;P;2;2;1455.06
i-4-8-75-8-2-e-2.cssp;Pd;2;2;161.96
i-4-8-75-8-2-e-3.cssp;A;1;2;1800
i-4-8-75-8-2-e-3.cssp;Ad;2;2;293.56
i-4-8-75-8-2-e-3.cssp;P;2;2;1324.36
i-4-8-75-8-2-e-3.cssp;Pd;2;2;80.8
i-4-8-75-8-2-e-4.cssp;A;1;2;1800
i-4-8-75-8-2-e-4.cssp;Ad;2;3;1800
i-4-8-75-8-2-e-4.cssp;P;2;2;1035.94
i-4-8-75-8-2-e-4.cssp;Pd;2;3;1800
i-4-8-75-9-2-l-0.cssp;A;1;2;1800
i-4-8-75-9-2-l-0.cssp;Ad;2;2;1437.58
i-4-8-75-9-2-l-0.cssp;P;2;2;1724.56
i-4-8-75-9-2-l-0.cssp;Pd;2;2;1056.64
i-4-8-75-9-2-l-1.cssp;A;1;2;1800
i-4-8-75-9-2-l-1.cssp;Ad;2;2;466.22
i-4-8-75-9-2-l-1.cssp;P;0;4;1104.54
i-4-8-75-9-2-l-1.cssp;Pd;2;2;1124.74
i-4-8-75-9-2-l-2.cssp;A;1;3;1800
i-4-8-75-9-2-l-2.cssp;Ad;2;4;1800
i-4-8-75-9-2-l-2.cssp;P;1;4;1043.76
i-4-8-75-9-2-l-2.cssp;Pd;2;2;792.94
i-4-8-75-9-2-l-3.cssp;A;0;3;1800
i-4-8-75-9-2-l-3.cssp;Ad;2;5;1800
i-4-8-75-9-2-l-3.cssp;P;0;4;1111.86
i-4-8-75-9-2-l-3.cssp;Pd;2;2;946.96
i-4-8-75-9-2-l-4.cssp;A;1;2;1800
i-4-8-75-9-2-l-4.cssp;Ad;2;4;1800
i-4-8-75-9-2-l-4.cssp;P;0;4;981.46
i-4-8-75-9-2-l-4.cssp;Pd;2;2;173.74
r-20-2-100-9-2-0.cssp;A;0.5;3;1800
r-20-2-100-9-2-0.cssp;Ad;3;3;25.42
r-20-2-100-9-2-0.cssp;P;3;3;135.4
r-20-2-100-9-2-0.cssp;Pd;3;3;0.04
r-20-2-100-9-2-1.cssp;A;1;2;1800
r-20-2-100-9-2-1.cssp;Ad;2;2;72.7
r-20-2-100-9-2-1.cssp;P;2;2;58.2
r-20-2-100-9-2-1.cssp;Pd;2;2;0
r-20-2-100-9-2-2.cssp;A;1;3;1800
r-20-2-100-9-2-2.cssp;Ad;3;3;15.4
r-20-2-100-9-2-2.cssp;P;3;3;145.04
r-20-2-100-9-2-2.cssp;Pd;3;3;0.1
r-20-2-100-9-2-3.cssp;A;1;3;1800
r-20-2-100-9-2-3.cssp;Ad;3;3;29.58
r-20-2-100-9-2-3.cssp;P;3;3;99.8
r-20-2-100-9-2-3.cssp;Pd;3;3;0.04
r-20-2-100-9-2-4.cssp;A;1;3;1800
r-20-2-100-9-2-4.cssp;Ad;3;3;11.66
r-20-2-100-9-2-4.cssp;P;3;3;86.12
r-20-2-100-9-2-4.cssp;Pd;3;3;0.04
r-20-2-125-13-3-0.cssp;A;1;5;1800
r-20-2-125-13-3-0.cssp;Ad;5;5;132.72
r-20-2-125-13-3-0.cssp;P;5;5;149.34
r-20-2-125-13-3-0.cssp;Pd;5;5;0.32
r-20-2-125-13-3-1.cssp;A;1;5;1800
r-20-2-125-13-3-1.cssp;Ad;5;5;100.52
r-20-2-125-13-3-1.cssp;P;5;5;196.94
r-20-2-125-13-3-1.cssp;Pd;5;5;0.3
r-20-2-125-13-3-2.cssp;A;1;4;1800
r-20-2-125-13-3-2.cssp;Ad;4;4;463.6
r-20-2-125-13-3-2.cssp;P;4;4;176.68
r-20-2-125-13-3-2.cssp;Pd;4;4;0.04
r-20-2-125-13-3-3.cssp;A;2;5;1800
r-20-2-125-13-3-3.cssp;Ad;4;5;1800
r-20-2-125-13-3-3.cssp;P;4;4;127.64
r-20-2-125-13-3-3.cssp;Pd;4;4;0
r-20-2-125-13-3-4.cssp;A;1;4;1800
r-20-2-125-13-3-4.cssp;Ad;4;4;74.06
r-20-2-125-13-3-4.cssp;P;4;4;191.8
r-20-2-125-13-3-4.cssp;Pd;4;4;0.02
r-20-2-150-10-2-0.cssp;A;1;4;1800
r-20-2-150-10-2-0.cssp;Ad;3;3;739.56
r-20-2-150-10-2-0.cssp;P;3;3;403.88
r-20-2-150-10-2-0.cssp;Pd;3;3;0.08
r-20-2-150-10-2-1.cssp;A;1;3;1800
r-20-2-150-10-2-1.cssp;Ad;3;3;39.68
r-20-2-150-10-2-1.cssp;P;3;3;371.78
r-20-2-150-10-2-1.cssp;Pd;3;3;0.06
r-20-2-150-10-2-2.cssp;A;0;5;1800
r-20-2-150-10-2-2.cssp;Ad;3;4;1800
r-20-2-150-10-2-2.cssp;P;3;3;618.54
r-20-2-150-10-2-2.cssp;Pd;3;3;0.12
r-20-2-150-10-2-3.cssp;A;1;3;1800
r-20-2-150-10-2-3.cssp;Ad;3;3;65.38
r-20-2-150-10-2-3.cssp;P;3;3;774.42
r-20-2-150-10-2-3.cssp;Pd;3;3;0.12
r-20-2-150-10-2-4.cssp;A;1;3;1800
r-20-2-150-10-2-4.cssp;Ad;3;3;263.8
r-20-2-150-10-2-4.cssp;P;3;3;686.22
r-20-2-150-10-2-4.cssp;Pd;3;3;0.08
r-20-2-50-15-4-0.cssp;A;3;6;1800
r-20-2-50-15-4-0.cssp;Ad;6;6;6
r-20-2-50-15-4-0.cssp;P;6;6;5.78
r-20-2-50-15-4-0.cssp;Pd;6;6;0.06
r-20-2-50-15-4-1.cssp;A;4;6;1800
r-20-2-50-15-4-1.cssp;Ad;6;6;48.06
r-20-2-50-15-4-1.cssp;P;6;6;5.54
r-20-2-50-15-4-1.cssp;Pd;6;6;0.02
r-20-2-50-15-4-2.cssp;A;3;5;1800
r-20-2-50-15-4-2.cssp;Ad;5;6;1800
r-20-2-50-15-4-2.cssp;P;5;5;9.7
r-20-2-50-15-4-2.cssp;Pd;5;5;0
r-20-2-50-15-4-3.cssp;A;2;6;1800
r-20-2-50-15-4-3.cssp;Ad;6;6;39.04
r-20-2-50-15-4-3.cssp;P;6;6;6
r-20-2-50-15-4-3.cssp;Pd;6;6;0.14
r-20-2-50-15-4-4.cssp;A;4;6;1800
r-20-2-50-15-4-4.cssp;Ad;6;6;66.2
r-20-2-50-15-4-4.cssp;P;6;6;5.9
r-20-2-50-15-4-4.cssp;Pd;6;6;0.06
r-20-2-75-12-3-0.cssp;A;2;5;1800
r-20-2-75-12-3-0.cssp;Ad;5;5;55.48
r-20-2-75-12-3-0.cssp;P;5;5;24.7
