filename;lb;ub;time
20-30-2000-2-7.csp;1000;1000;0.96
20-30-2000-2-8.csp;1000;1000;0.90
20-30-2000-2-9.csp;1000;1000;0.96
20-30-2000-3-0.csp;666;666;0.8
20-30-2000-3-1.csp;666;666;0.88
20-30-2000-3-2.csp;666;666;0.8
20-30-2000-3-3.csp;666;666;0.82
20-30-2000-3-4.csp;666;666;0.76
20-30-2000-3-5.csp;666;666;0.82
20-30-2000-3-6.csp;666;666;0.8
20-30-2000-3-7.csp;666;666;0.84
20-30-2000-3-8.csp;666;666;0.82
20-30-2000-3-9.csp;666;666;0.82
20-30-2000-4-0.csp;500;500;0.74
20-30-2000-4-1.csp;500;500;0.86
20-30-2000-4-2.csp;500;500;0.72
20-30-2000-4-3.csp;500;500;0.78
20-30-2000-4-4.csp;500;500;0.66
20-30-2000-4-5.csp;500;500;0.88
20-30-2000-4-6.csp;500;500;0.66
20-30-2000-4-7.csp;500;500;0.64
20-30-2000-4-8.csp;500;500;0.78
20-30-2000-4-9.csp;500;500;0.76
20-30-2000-5-0.csp;400;400;0.72
20-30-2000-5-1.csp;400;400;0.72
20-30-2000-5-2.csp;400;400;0.7
20-30-2000-5-3.csp;400;400;0.7
20-30-2000-5-4.csp;400;400;0.66
20-30-2000-5-5.csp;400;400;0.64
20-30-2000-5-6.csp;400;400;0.7
20-30-2000-5-7.csp;400;400;0.68
20-30-2000-5-8.csp;400;400;0.66
20-30-2000-5-9.csp;400;400;0.72
20-30-250-1-0.csp;215;215;0.48
20-30-250-1-1.csp;216;216;0.48
20-30-250-1-2.csp;216;216;0.1
20-30-250-1-3.csp;216;216;0.4
20-30-250-1-4.csp;216;216;0.1
20-30-250-1-5.csp;216;216;0.2
20-30-250-1-6.csp;216;216;0.2
20-30-250-1-7.csp;215;215;102.98
20-30-250-1-8.csp;216;216;0.26
20-30-250-1-9.csp;216;216;708.14
20-30-250-2-0.csp;125;125;0.08
20-30-250-2-1.csp;125;125;0.10
20-30-250-2-2.csp;125;125;0.08
20-30-250-2-3.csp;125;125;0.10
20-30-250-2-4.csp;125;125;0.08
20-30-250-2-5.csp;125;125;0.12
20-30-250-2-6.csp;125;125;0.08
20-30-250-2-7.csp;125;125;0.12
20-30-250-2-8.csp;125;125;0.10
20-30-250-2-9.csp;125;125;0.10
20-30-250-3-0.csp;83;83;0.08
20-30-250-3-1.csp;83;83;0.06
20-30-250-3-2.csp;83;83;0.08
20-30-250-3-3.csp;83;83;0.08
20-30-250-3-4.csp;83;83;0.08
20-30-250-3-5.csp;83;83;0.06
20-30-250-3-6.csp;83;83;0.06
20-30-250-3-7.csp;83;83;0.06
20-30-250-3-8.csp;83;83;0.08
20-30-250-3-9.csp;83;83;0.06
20-30-250-4-0.csp;62;62;0.08
20-30-250-4-1.csp;62;62;0.06
20-30-250-4-2.csp;62;62;0.08
20-30-250-4-3.csp;62;62;0.08
20-30-250-4-4.csp;62;62;0.08
20-30-250-4-5.csp;62;62;0.08
20-30-250-4-6.csp;62;62;0.08
20-30-250-4-7.csp;62;62;0.08
20-30-250-4-8.csp;62;62;0.08
20-30-250-4-9.csp;62;62;0.06
20-30-250-5-0.csp;50;50;0.08
20-30-250-5-1.csp;50;50;0.08
20-30-250-5-2.csp;50;50;0.08
20-30-250-5-3.csp;50;50;0.06
20-30-250-5-4.csp;50;50;0.08
20-30-250-5-5.csp;50;50;0.08
20-30-250-5-6.csp;50;50;0.06
20-30-250-5-7.csp;50;50;0.08
20-30-250-5-8.csp;50;50;0.06
20-30-250-5-9.csp;50;50;0.06
20-30-5000-1-0.csp;4309;4309;16.14
20-30-5000-1-1.csp;4305;4305;14.54
20-30-5000-1-2.csp;4308;4308;23.34
20-30-5000-1-3.csp;4302;4302;23.72
20-30-5000-1-4.csp;4308;4308;511.88
20-30-5000-1-5.csp;4307;4307;5.44
20-30-5000-1-6.csp;4306;4306;21.4
20-30-5000-1-7.csp;4314;4314;14.02
20-30-5000-1-8.csp;4305;4305;4.08
20-30-5000-1-9.csp;4308;4308;27.74
20-30-5000-2-0.csp;2500;2500;2.52
20-30-5000-2-1.csp;2500;2500;3.62
20-30-5000-2-2.csp;2500;2500;3.28
20-30-5000-2-3.csp;2500;2500;2.98
20-30-5000-2-4.csp;2500;2500;2.70
20-30-5000-2-5.csp;2500;2500;2.54
20-30-5000-2-6.csp;2500;2500;2.38
20-30-5000-2-7.csp;2500;2500;2.64
20-30-5000-2-8.csp;2500;2500;2.86
20-30-5000-2-9.csp;2500;2500;2.46
20-30-5000-3-0.csp;1666;1666;2.56
20-30-5000-3-1.csp;1666;1666;1.88
20-30-5000-3-2.csp;1666;1666;3
20-30-5000-3-3.csp;1666;1666;2.36
20-30-5000-3-4.csp;1666;1666;2
20-30-5000-3-5.csp;1666;1666;2.5
20-30-5000-3-6.csp;1666;1666;2.16
20-30-5000-3-7.csp;1666;1666;1.76
20-30-5000-3-8.csp;1666;1666;1.88
20-30-5000-3-9.csp;1666;1666;1.92
20-30-5000-4-0.csp;1250;1250;2.38
20-30-5000-4-1.csp;1250;1250;2.58
20-30-5000-4-2.csp;1250;1250;2.28
20-30-5000-4-3.csp;1250;1250;2.32
20-30-5000-4-4.csp;1250;1250;2.08
20-30-5000-4-5.csp;1250;1250;1.96
20-30-5000-4-6.csp;1250;1250;2.46
20-30-5000-4-7.csp;1250;1250;2.24
20-30-5000-4-8.csp;1250;1250;2.14
20-30-5000-4-9.csp;1250;1250;2.38
20-30-5000-5-0.csp;1000;1000;2.14
20-30-5000-5-1.csp;1000;1000;1.9
20-30-5000-5-2.csp;1000;1000;2.18
20-30-5000-5-3.csp;1000;1000;2.26
20-30-5000-5-4.csp;1000;1000;2.12
20-30-5000-5-5.csp;1000;1000;2.08
20-30-5000-5-6.csp;1000;1000;2.44
20-30-5000-5-7.csp;1000;1000;2.16
20-30-5000-5-8.csp;1000;1000;2.28
20-30-5000-5-9.csp;1000;1000;2.42
20-30-500-1-0.csp;430;430;0.84
20-30-500-1-1.csp;432;432;0.32
20-30-500-1-2.csp;432;432;0.28
20-30-500-1-3.csp;432;432;1.54
20-30-500-1-4.csp;431;431;1.06
20-30-500-1-5.csp;432;432;1.72
20-30-500-1-6.csp;431;431;14.66
20-30-500-1-7.csp;432;432;1.18
20-30-500-1-8.csp;432;432;1.02
20-30-500-1-9.csp;431;431;0.32
20-30-500-2-0.csp;250;250;0.20
20-30-500-2-1.csp;250;250;0.22
20-30-500-2-2.csp;250;250;0.18
20-30-500-2-3.csp;250;250;0.18
20-30-500-2-4.csp;250;250;0.22
20-30-500-2-5.csp;250;250;0.18
20-30-500-2-6.csp;250;250;0.24
20-30-500-2-7.csp;250;250;0.18
20-30-500-2-8.csp;250;250;0.18
20-30-500-2-9.csp;250;250;0.20
20-30-500-3-0.csp;166;166;0.16
20-30-500-3-1.csp;166;166;0.18
20-30-500-3-2.csp;166;166;0.18
20-30-500-3-3.csp;166;166;0.14
20-30-500-3-4.csp;166;166;0.14
20-30-500-3-5.csp;166;166;0.18
20-30-500-3-6.csp;166;166;0.22
20-30-500-3-7.csp;166;166;0.16
20-30-500-3-8.csp;166;166;0.16
20-30-500-3-9.csp;166;166;0.16
20-30-500-4-0.csp;125;125;0.2
20-30-500-4-1.csp;125;125;0.14
20-30-500-4-2.csp;125;125;0.14
20-30-500-4-3.csp;125;125;0.18
20-30-500-4-4.csp;125;125;0.14
20-30-500-4-5.csp;125;125;0.16
20-30-500-4-6.csp;125;125;0.14
20-30-500-4-7.csp;125;125;0.18
20-30-500-4-8.csp;125;125;0.14
20-30-500-4-9.csp;125;125;0.18
20-30-500-5-0.csp;100;100;0.12
20-30-500-5-1.csp;100;100;0.16
20-30-500-5-2.csp;100;100;0.16
20-30-500-5-3.csp;100;100;0.14
20-30-500-5-4.csp;100;100;0.14
20-30-500-5-5.csp;100;100;0.16
20-30-500-5-6.csp;100;100;0.12
20-30-500-5-7.csp;100;100;0.14
20-30-500-5-8.csp;100;100;0.14
20-30-500-5-9.csp;100;100;0.12
20-30-750-1-0.csp;647;647;27.64
20-30-750-1-1.csp;648;648;1.78
20-30-750-1-2.csp;646;646;3.18
20-30-750-1-3.csp;647;647;1.8
20-30-750-1-4.csp;648;648;3.08
20-30-750-1-5.csp;646;646;0.82
20-30-750-1-6.csp;646;646;3
20-30-750-1-7.csp;647;647;3.02
20-30-750-1-8.csp;647;647;0.74
20-30-750-1-9.csp;646;646;2.62
20-30-750-2-0.csp;375;375;0.32
20-30-750-2-1.csp;375;375;0.38
20-30-750-2-2.csp;375;375;0.32
20-30-750-2-3.csp;375;375;0.32
20-30-750-2-4.csp;375;375;0.30
20-30-750-2-5.csp;375;375;0.28
20-30-750-2-6.csp;375;375;0.32
20-30-750-2-7.csp;375;375;0.34
20-30-750-2-8.csp;375;375;0.30
20-30-750-2-9.csp;375;375;0.40
20-30-750-3-0.csp;250;250;0.26
20-30-750-3-1.csp;250;250;0.22
20-30-750-3-2.csp;250;250;0.26
20-30-750-3-3.csp;250;250;0.26
20-30-750-3-4.csp;250;250;0.24
20-30-750-3-5.csp;250;250;0.28
20-30-750-3-6.csp;250;250;0.28
20-30-750-3-7.csp;250;250;0.28
20-30-750-3-8.csp;250;250;0.28
20-30-750-3-9.csp;250;250;0.3
20-30-750-4-0.csp;187;187;0.22
20-30-750-4-1.csp;187;187;0.22
20-30-750-4-2.csp;187;187;0.24
20-30-750-4-3.csp;187;187;0.26
20-30-750-4-4.csp;187;187;0.26
20-30-750-4-5.csp;187;187;0.22
20-30-750-4-6.csp;187;187;0.24
20-30-750-4-7.csp;187;187;0.24
20-30-750-4-8.csp;187;187;0.24
20-30-750-4-9.csp;187;187;0.24
20-30-750-5-0.csp;150;150;0.22
20-30-750-5-1.csp;150;150;0.22
20-30-750-5-2.csp;150;150;0.24
20-30-750-5-3.csp;150;150;0.38
20-30-750-5-4.csp;150;150;0.24
20-30-750-5-5.csp;150;150;0.24
20-30-750-5-6.csp;150;150;0.24
20-30-750-5-7.csp;150;150;0.26
20-30-750-5-8.csp;150;150;0.22
20-30-750-5-9.csp;150;150;0.22
20-40-10000-1-0.csp;8747;8747;81.48
20-40-10000-1-1.csp;8749;8749;101.06
20-40-10000-1-2.csp;8744;8744;103.54
20-40-10000-1-3.csp;8745;8746;1800
20-40-10000-1-4.csp;8748;8749;1800
20-40-10000-1-5.csp;8746;8747;1800
20-40-10000-1-6.csp;8745;8745;76.12
20-40-10000-1-7.csp;8746;8746;78.86
20-40-10000-1-8.csp;8742;8742;67.32
20-40-10000-1-9.csp;8746;8746;10.96
20-40-10000-2-0.csp;5000;5000;11.64
20-40-10000-2-1.csp;5000;5000;9.22
20-40-10000-2-2.csp;5000;5000;8.36
20-40-10000-2-3.csp;5000;5000;14.76
20-40-10000-2-4.csp;5000;5000;14.22
20-40-10000-2-5.csp;5000;5000;10.80
20-40-10000-2-6.csp;5000;5000;8.26
20-40-10000-2-7.csp;5000;5000;7.10
20-40-10000-2-8.csp;5000;5000;5.90
20-40-10000-2-9.csp;5000;5000;7.80
20-40-10000-3-0.csp;3333;3333;6.24
20-40-10000-3-1.csp;3333;3333;6.02
20-40-10000-3-2.csp;3333;3333;9.38
20-40-10000-3-3.csp;3333;3333;8.24
20-40-10000-3-4.csp;3333;3333;5.64
20-40-10000-3-5.csp;3333;3333;6.16
20-40-10000-3-6.csp;3333;3333;7.74
20-40-10000-3-7.csp;3333;3333;7.98
20-40-10000-3-8.csp;3333;3333;5.2
20-40-10000-3-9.csp;3333;3333;5.76
20-40-10000-4-0.csp;2500;2500;5.72
20-40-10000-4-1.csp;2500;2500;5.84
20-40-10000-4-2.csp;2500;2500;6.16
20-40-10000-4-3.csp;2500;2500;5.84
20-40-10000-4-4.csp;2500;2500;4.92
20-40-10000-4-5.csp;2500;2500;5.3
20-40-10000-4-6.csp;2500;2500;6.64
20-40-10000-4-7.csp;2500;2500;6.98
20-40-10000-4-8.csp;2500;2500;6.56
20-40-10000-4-9.csp;2500;2500;7.1
20-40-10000-5-0.csp;2000;2000;7.36
20-40-10000-5-1.csp;2000;2000;7.76
20-40-10000-5-2.csp;2000;2000;7.08
20-40-10000-5-3.csp;2000;2000;6.42
20-40-10000-5-4.csp;2000;2000;7.12
20-40-10000-5-5.csp;2000;2000;6.42
20-40-10000-5-6.csp;2000;2000;9.12
20-40-10000-5-7.csp;2000;2000;9.14
20-40-10000-5-8.csp;2000;2000;8
20-40-10000-5-9.csp;2000;2000;6.52
20-40-1000-1-0.csp;875;875;9.76
20-40-1000-1-1.csp;875;875;320.86
20-40-1000-1-2.csp;874;874;946.02
20-40-1000-1-3.csp;874;874;1244.02
20-40-1000-1-4.csp;875;875;1.1
20-40-1000-1-5.csp;874;875;1800
20-40-1000-1-6.csp;875;875;4.32
20-40-1000-1-7.csp;875;875;3.54
20-40-1000-1-8.csp;875;875;6.66
20-40-1000-1-9.csp;876;876;3.18
20-40-1000-2-0.csp;500;500;0.56
20-40-1000-2-1.csp;500;500;0.56
20-40-1000-2-2.csp;500;500;0.70
20-40-1000-2-3.csp;500;500;0.76
20-40-1000-2-4.csp;500;500;0.66
20-40-1000-2-5.csp;500;500;0.62
20-40-1000-2-6.csp;500;500;0.58
20-40-1000-2-7.csp;500;500;0.64
20-40-1000-2-8.csp;500;500;0.62
20-40-1000-2-9.csp;500;500;0.60
20-40-1000-3-0.csp;333;333;0.5
20-40-1000-3-1.csp;333;333;0.6
20-40-1000-3-2.csp;333;333;0.5
20-40-1000-3-3.csp;333;333;0.48
20-40-1000-3-4.csp;333;333;0.44
20-40-1000-3-5.csp;333;333;0.52
20-40-1000-3-6.csp;333;333;0.52
20-40-1000-3-7.csp;333;333;0.58
20-40-1000-3-8.csp;333;333;0.46
20-40-1000-3-9.csp;333;333;0.58
20-40-1000-4-0.csp;250;250;0.5
20-40-1000-4-1.csp;250;250;0.42
20-40-1000-4-2.csp;250;250;0.44
20-40-1000-4-3.csp;250;250;0.48
20-40-1000-4-4.csp;250;250;0.46
20-40-1000-4-5.csp;250;250;0.5
20-40-1000-4-6.csp;250;250;0.52
20-40-1000-4-7.csp;250;250;0.46
20-40-1000-4-8.csp;250;250;0.42
20-40-1000-4-9.csp;250;250;0.48
20-40-1000-5-0.csp;200;200;0.38
20-40-1000-5-1.csp;200;200;0.4
20-40-1000-5-2.csp;200;200;0.42
20-40-1000-5-3.csp;200;200;0.46
20-40-1000-5-4.csp;200;200;0.42
20-40-1000-5-5.csp;200;200;0.38
20-40-1000-5-6.csp;200;200;0.36
20-40-1000-5-7.csp;200;200;0.38
20-40-1000-5-8.csp;200;200;0.36
20-40-1000-5-9.csp;200;200;0.4
20-40-2000-1-0.csp;1749;1749;22.8
20-40-2000-1-1.csp;1751;1751;13.02
20-40-2000-1-2.csp;1748;1748;8.1
20-40-2000-1-3.csp;1750;1750;15.8
20-40-2000-1-4.csp;1749;1749;13.54
20-40-2000-1-5.csp;1750;1750;9.96
20-40-2000-1-6.csp;1749;1749;288.1
20-40-2000-1-7.csp;1749;1749;5.78
20-40-2000-1-8.csp;1750;1750;10.12
20-40-2000-1-9.csp;1748;1748;11.02
20-40-2000-2-0.csp;1000;1000;1.14
20-40-2000-2-1.csp;1000;1000;1.36
20-40-2000-2-2.csp;1000;1000;1.06
20-40-2000-2-3.csp;1000;1000;0.98
20-40-2000-2-4.csp;1000;1000;1.24
20-40-2000-2-5.csp;1000;1000;1.10
20-40-2000-2-6.csp;1000;1000;1.20
20-40-2000-2-7.csp;1000;1000;1.32
20-40-2000-2-8.csp;1000;1000;1.10
20-40-2000-2-9.csp;1000;1000;0.98
20-40-2000-3-0.csp;666;666;0.98
20-40-2000-3-1.csp;666;666;1.16
20-40-2000-3-2.csp;666;666;1.14
20-40-2000-3-3.csp;666;666;1.34
20-40-2000-3-4.csp;666;666;1
20-40-2000-3-5.csp;666;666;1
20-40-2000-3-6.csp;666;666;1
20-40-2000-3-7.csp;666;666;0.9
20-40-2000-3-8.csp;666;666;0.84
20-40-2000-3-9.csp;666;666;1.2
20-40-2000-4-0.csp;500;500;0.94
20-40-2000-4-1.csp;500;500;0.82
20-40-2000-4-2.csp;500;500;0.96
20-40-2000-4-3.csp;500;500;1.02
20-40-2000-4-4.csp;500;500;1.02
20-40-2000-4-5.csp;500;500;0.96
20-40-2000-4-6.csp;500;500;0.9
20-40-2000-4-7.csp;500;500;1.04
20-40-2000-4-8.csp;500;500;1.1
20-40-2000-4-9.csp;500;500;1
20-40-2000-5-0.csp;400;400;0.84
20-40-2000-5-1.csp;400;400;0.94
20-40-2000-5-2.csp;400;400;0.96
20-40-2000-5-3.csp;400;400;1
20-40-2000-5-4.csp;400;400;0.86
20-40-2000-5-5.csp;400;400;0.98
20-40-2000-5-6.csp;400;400;1
20-40-2000-5-7.csp;400;400;0.84
20-40-2000-5-8.csp;400;400;1.02
20-40-2000-5-9.csp;400;400;0.84
20-40-250-1-0.csp;220;220;0.5
20-40-250-1-1.csp;219;219;87.42
20-40-250-1-2.csp;219;220;1800
20-40-250-1-3.csp;219;220;1800
20-40-250-1-4.csp;219;220;1800
20-40-250-1-5.csp;220;220;0.26
20-40-250-1-6.csp;219;219;0.72
20-40-250-1-7.csp;219;219;44.7
20-40-250-1-8.csp;220;220;0.4
20-40-250-1-9.csp;220;220;0.28
20-40-250-2-0.csp;125;125;0.12
20-40-250-2-1.csp;125;125;0.10
20-40-250-2-2.csp;125;125;0.08
20-40-250-2-3.csp;125;125;0.12
20-40-250-2-4.csp;125;125;0.08
20-40-250-2-5.csp;125;125;0.08
20-40-250-2-6.csp;125;125;0.08
20-40-250-2-7.csp;125;125;0.06
20-40-250-2-8.csp;125;125;0.12
20-40-250-2-9.csp;125;125;0.08
20-40-250-3-0.csp;83;83;0.1
20-40-250-3-1.csp;83;83;0.08
20-40-250-3-2.csp;83;83;0.1
20-40-250-3-3.csp;83;83;0.08
20-40-250-3-4.csp;83;83;0.06
20-40-250-3-5.csp;83;83;0.1
20-40-250-3-6.csp;83;83;0.08
20-40-250-3-7.csp;83;83;0.08
20-40-250-3-8.csp;83;83;0.1
20-40-250-3-9.csp;83;83;0.08
20-40-250-4-0.csp;62;62;0.08
20-40-250-4-1.csp;62;62;0.1
20-40-250-4-2.csp;62;62;0.08
20-40-250-4-3.csp;62;62;0.08
20-40-250-4-4.csp;62;62;0.06
20-40-250-4-5.csp;62;62;0.08
20-40-250-4-6.csp;62;62;0.08
20-40-250-4-7.csp;62;62;0.08
20-40-250-4-8.csp;62;62;0.08
20-40-250-4-9.csp;62;62;0.08
20-40-250-5-0.csp;50;50;0.06
20-40-250-5-1.csp;50;50;0.08
20-40-250-5-2.csp;50;50;0.06
20-40-250-5-3.csp;50;50;0.08
20-40-250-5-4.csp;50;50;0.08
20-40-250-5-5.csp;50;50;0.08
20-40-250-5-6.csp;50;50;0.08
20-40-250-5-7.csp;50;50;0.08
20-40-250-5-8.csp;50;50;0.06
20-40-250-5-9.csp;50;50;0.08
20-40-5000-1-0.csp;4371;4371;38.14
20-40-5000-1-1.csp;4375;4375;1006.14
20-40-5000-1-2.csp;4372;4372;56.9
20-40-5000-1-3.csp;4375;4375;48.04
20-40-5000-1-4.csp;4372;4372;73.32
20-40-5000-1-5.csp;4370;4371;1800
20-40-5000-1-6.csp;4371;4372;1800
20-40-5000-1-7.csp;4377;4377;29
20-40-5000-1-8.csp;4375;4375;1074.42
20-40-5000-1-9.csp;4372;4373;1800
20-40-5000-2-0.csp;2500;2500;5.38
20-40-5000-2-1.csp;2500;2500;2.66
20-40-5000-2-2.csp;2500;2500;2.82
20-40-5000-2-3.csp;2500;2500;3.18
20-40-5000-2-4.csp;2500;2500;2.88
20-40-5000-2-5.csp;2500;2500;2.24
20-40-5000-2-6.csp;2500;2500;2.70
20-40-5000-2-7.csp;2500;2500;2.94
20-40-5000-2-8.csp;2500;2500;3.42
20-40-5000-2-9.csp;2500;2500;2.46
20-40-5000-3-0.csp;1666;1666;2.62
20-40-5000-3-1.csp;1666;1666;2.58
20-40-5000-3-2.csp;1666;1666;3.24
20-40-5000-3-3.csp;1666;1666;2.9
20-40-5000-3-4.csp;1666;1666;2.9
20-40-5000-3-5.csp;1666;1666;2.46
20-40-5000-3-6.csp;1666;1666;2.96
20-40-5000-3-7.csp;1666;1666;2.44
20-40-5000-3-8.csp;1666;1666;2.62
20-40-5000-3-9.csp;1666;1666;2.96
20-40-5000-4-0.csp;1250;1250;2.62
20-40-5000-4-1.csp;1250;1250;2.88
20-40-5000-4-2.csp;1250;1250;3.24
20-40-5000-4-3.csp;1250;1250;3.02
20-40-5000-4-4.csp;1250;1250;2.76
20-40-5000-4-5.csp;1250;1250;3.02
20-40-5000-4-6.csp;1250;1250;2.7
20-40-5000-4-7.csp;1250;1250;2.84
20-40-5000-4-8.csp;1250;1250;2.74
20-40-5000-4-9.csp;1250;1250;2.54
20-40-5000-5-0.csp;1000;1000;3.08
20-40-5000-5-1.csp;1000;1000;2.58
20-40-5000-5-2.csp;1000;1000;2.94
20-40-5000-5-3.csp;1000;1000;2.66
20-40-5000-5-4.csp;1000;1000;2.68
20-40-5000-5-5.csp;1000;1000;2.98
20-40-5000-5-6.csp;1000;1000;2.7
20-40-5000-5-7.csp;1000;1000;2.98
20-40-5000-5-8.csp;1000;1000;3.12
20-40-5000-5-9.csp;1000;1000;3.12
20-40-500-1-0.csp;437;438;1800
20-40-500-1-1.csp;438;438;1.36
20-40-500-1-2.csp;437;437;31.36
20-40-500-1-3.csp;438;438;32.38
20-40-500-1-4.csp;438;438;2.48
20-40-500-1-5.csp;438;439;1800
20-40-500-1-6.csp;437;438;1800
20-40-500-1-7.csp;438;438;170.16
20-40-500-1-8.csp;438;439;1800
20-40-500-1-9.csp;438;438;2.18
20-40-500-2-0.csp;250;250;0.16
20-40-500-2-1.csp;250;250;0.20
20-40-500-2-2.csp;250;250;0.28
20-40-500-2-3.csp;250;250;0.26
20-40-500-2-4.csp;250;250;0.22
20-40-500-2-5.csp;250;250;0.22
20-40-500-2-6.csp;250;250;0.22
20-40-500-2-7.csp;250;250;0.26
20-40-500-2-8.csp;250;250;0.22
20-40-500-2-9.csp;250;250;0.16
20-40-500-3-0.csp;166;166;0.2
20-40-500-3-1.csp;166;166;0.2
20-40-500-3-2.csp;166;166;0.18
20-40-500-3-3.csp;166;166;0.18
20-40-500-3-4.csp;166;166;0.2
20-40-500-3-5.csp;166;166;0.2
20-40-500-3-6.csp;166;166;0.22
20-40-500-3-7.csp;166;166;0.24
20-40-500-3-8.csp;166;166;0.22
20-40-500-3-9.csp;166;166;0.22
20-40-500-4-0.csp;125;125;0.18
20-40-500-4-1.csp;125;125;0.18
20-40-500-4-2.csp;125;125;0.18
20-40-500-4-3.csp;125;125;0.18
20-40-500-4-4.csp;125;125;0.24
20-40-500-4-5.csp;125;125;0.16
20-40-500-4-6.csp;125;125;0.16
20-40-500-4-7.csp;125;125;0.2
20-40-500-4-8.csp;125;125;0.2
20-40-500-4-9.csp;125;125;0.2
20-40-500-5-0.csp;100;100;0.18
20-40-500-5-1.csp;100;100;0.26
20-40-500-5-2.csp;100;100;0.18
20-40-500-5-3.csp;100;100;0.18
20-40-500-5-4.csp;100;100;0.18
20-40-500-5-5.csp;100;100;0.2
20-40-500-5-6.csp;100;100;0.16
20-40-500-5-7.csp;100;100;0.2
20-40-500-5-8.csp;100;100;0.2
20-40-500-5-9.csp;100;100;0.18
20-40-750-1-0.csp;657;657;4.62
20-40-750-1-1.csp;656;656;2.96
20-40-750-1-2.csp;657;657;617.6
20-40-750-1-3.csp;656;656;592.72
20-40-750-1-4.csp;657;657;1.4
20-40-750-1-5.csp;656;656;3.72
20-40-750-1-6.csp;655;655;3.52
20-40-750-1-7.csp;656;656;2.76
20-40-750-1-8.csp;657;657;620.4
20-40-750-1-9.csp;656;656;3.7
20-40-750-2-0.csp;375;375;0.44
20-40-750-2-1.csp;375;375;0.48
20-40-750-2-2.csp;375;375;0.46
20-40-750-2-3.csp;375;375;0.48
20-40-750-2-4.csp;375;375;0.42
20-40-750-2-5.csp;375;375;0.44
20-40-750-2-6.csp;375;375;0.42
20-40-750-2-7.csp;375;375;0.40
20-40-750-2-8.csp;375;375;0.56
20-40-750-2-9.csp;375;375;0.36
20-40-750-3-0.csp;250;250;0.36
20-40-750-3-1.csp;250;250;0.32
20-40-750-3-2.csp;250;250;0.34
20-40-750-3-3.csp;250;250;0.38
20-40-750-3-4.csp;250;250;0.32
20-40-750-3-5.csp;250;250;0.34
20-40-750-3-6.csp;250;250;0.36
20-40-750-3-7.csp;250;250;0.32
20-40-750-3-8.csp;250;250;0.32
20-40-750-3-9.csp;250;250;0.34
20-40-750-4-0.csp;187;187;0.32
20-40-750-4-1.csp;187;187;0.28
20-40-750-4-2.csp;187;187;0.26
20-40-750-4-3.csp;187;187;0.32
20-40-750-4-4.csp;187;187;0.36
20-40-750-4-5.csp;187;187;0.26
20-40-750-4-6.csp;187;187;0.32
20-40-750-4-7.csp;187;187;0.28
20-40-750-4-8.csp;187;187;0.3
20-40-750-4-9.csp;187;187;0.32
20-40-750-5-0.csp;150;150;0.3
20-40-750-5-1.csp;150;150;0.26
20-40-750-5-2.csp;150;150;0.28
20-40-750-5-3.csp;150;150;0.3
20-40-750-5-4.csp;150;150;0.26
20-40-750-5-5.csp;150;150;0.3
20-40-750-5-6.csp;150;150;0.3
20-40-750-5-7.csp;150;150;0.24
20-40-750-5-8.csp;150;150;0.32
20-40-750-5-9.csp;150;150;0.3
20-50-10000-1-0.csp;8831;8831;287.16
20-50-10000-1-1.csp;8835;8835;308.34
20-50-10000-1-2.csp;8831;8832;1800
20-50-10000-1-3.csp;8831;8831;245.22
20-50-10000-1-4.csp;8831;8832;1800
20-50-10000-1-5.csp;8834;8834;1501.00
20-50-10000-1-6.csp;8832;8832;256.84
20-50-10000-1-7.csp;8835;8836;1800
20-50-10000-1-8.csp;8831;8832;1800
20-50-10000-1-9.csp;8826;8826;370.76
20-50-10000-2-0.csp;5000;5000;9.92
20-50-10000-2-1.csp;5000;5000;7.78
20-50-10000-2-2.csp;5000;5000;9.06
20-50-10000-2-3.csp;5000;5000;7.18
20-50-10000-2-4.csp;5000;5000;6.58
20-50-10000-2-5.csp;5000;5000;14.24
20-50-10000-2-6.csp;5000;5000;12.44
20-50-10000-2-7.csp;5000;5000;8.30
20-50-10000-2-8.csp;5000;5000;5.70
20-50-10000-2-9.csp;5000;5000;9.94
20-50-10000-3-0.csp;3333;3333;6.88
20-50-10000-3-1.csp;3333;3333;5.48
20-50-10000-3-2.csp;3333;3333;6.38
20-50-10000-3-3.csp;3333;3333;10.14
20-50-10000-3-4.csp;3333;3333;7.50
20-50-10000-3-5.csp;3333;3333;6.62
20-50-10000-3-6.csp;3333;3333;7.92
20-50-10000-3-7.csp;3333;3333;8.06
20-50-10000-3-8.csp;3333;3333;6.30
20-50-10000-3-9.csp;3333;3333;8.86
20-50-10000-4-0.csp;2500;2500;6.10
20-50-10000-4-1.csp;2500;2500;7.34
20-50-10000-4-2.csp;2500;2500;8.16
20-50-10000-4-3.csp;2500;2500;6.26
20-50-10000-4-4.csp;2500;2500;7.64
20-50-10000-4-5.csp;2500;2500;7.48
20-50-10000-4-6.csp;2500;2500;10.44
20-50-10000-4-7.csp;2500;2500;7.20
20-50-10000-4-8.csp;2500;2500;5.96
20-50-10000-4-9.csp;2500;2500;9.92
20-50-10000-5-0.csp;2000;2000;5.42
20-50-10000-5-1.csp;2000;2000;6.54
20-50-10000-5-2.csp;2000;2000;6.50
20-50-10000-5-3.csp;2000;2000;7.70
20-50-10000-5-4.csp;2000;2000;7.48
20-50-10000-5-5.csp;2000;2000;6.38
20-50-10000-5-6.csp;2000;2000;6.78
20-50-10000-5-7.csp;2000;2000;8.06
