filename;lb;ub;time
Hufsky-30-450-35.csp;44;44;0.02
Hufsky-30-450-36.csp;48;48;0.02
Hufsky-30-450-37.csp;48;48;0.02
Hufsky-30-450-38.csp;51;51;0.02
Hufsky-30-450-4.csp;46;46;0.02
Hufsky-30-450-5.csp;41;41;0.02
Hufsky-30-450-6.csp;48;48;0.02
Hufsky-30-450-7.csp;41;41;0.02
Hufsky-30-450-8.csp;48;48;0.02
Hufsky-30-450-9.csp;43;43;0.02
Hufsky-30-500-0.csp;53;53;0.02
Hufsky-30-500-1.csp;48;48;0.02
Hufsky-30-500-10.csp;56;56;0.02
Hufsky-30-500-11.csp;50;50;0.02
Hufsky-30-500-12.csp;56;56;0.02
Hufsky-30-500-13.csp;56;56;0.02
Hufsky-30-500-14.csp;50;50;0.02
Hufsky-30-500-15.csp;47;47;0.02
Hufsky-30-500-16.csp;54;54;0.02
Hufsky-30-500-17.csp;48;48;0.02
Hufsky-30-500-18.csp;54;54;0.02
Hufsky-30-500-19.csp;55;55;0.02
Hufsky-30-500-2.csp;43;43;0.02
Hufsky-30-500-20.csp;56;56;0.02
Hufsky-30-500-21.csp;42;42;0.02
Hufsky-30-500-22.csp;45;45;0.02
Hufsky-30-500-23.csp;55;55;0.02
Hufsky-30-500-24.csp;53;53;0.02
Hufsky-30-500-25.csp;44;44;0.02
Hufsky-30-500-26.csp;54;54;0.02
Hufsky-30-500-27.csp;49;49;0.02
Hufsky-30-500-28.csp;53;53;0.02
Hufsky-30-500-29.csp;45;45;0.02
Hufsky-30-500-3.csp;55;55;0.02
Hufsky-30-500-30.csp;54;54;0.02
Hufsky-30-500-31.csp;48;48;0.02
Hufsky-30-500-32.csp;56;56;0.02
Hufsky-30-500-33.csp;53;53;0.02
Hufsky-30-500-34.csp;50;50;0.02
Hufsky-30-500-35.csp;53;53;0.02
Hufsky-30-500-36.csp;51;51;0.02
Hufsky-30-500-37.csp;52;52;0.02
Hufsky-30-500-4.csp;49;49;0.02
Hufsky-30-500-5.csp;47;47;0.02
Hufsky-30-500-6.csp;55;55;0.04
Hufsky-30-500-7.csp;46;46;0.02
Hufsky-30-500-8.csp;55;55;0.04
Hufsky-30-500-9.csp;47;47;0.02
Hufsky-40-250-0.csp;28;28;0
Hufsky-40-250-1.csp;28;28;0.02
Hufsky-40-250-10.csp;32;32;0.06
Hufsky-40-250-11.csp;26;26;0.02
Hufsky-40-250-12.csp;30;30;0.02
Hufsky-40-250-13.csp;31;31;0.02
Hufsky-40-250-14.csp;27;27;0
Hufsky-40-250-15.csp;24;24;0
Hufsky-40-250-16.csp;26;26;0.02
Hufsky-40-250-17.csp;24;24;0.02
Hufsky-40-250-18.csp;26;26;0.02
Hufsky-40-250-19.csp;29;29;0.02
Hufsky-40-250-2.csp;23;23;0
Hufsky-40-250-20.csp;31;31;0.02
Hufsky-40-250-21.csp;26;26;0.02
Hufsky-40-250-22.csp;24;24;0.02
Hufsky-40-250-23.csp;21;21;0.02
Hufsky-40-250-24.csp;24;24;0.02
Hufsky-40-250-25.csp;24;24;0.02
Hufsky-40-250-26.csp;24;24;0.02
Hufsky-40-250-27.csp;26;26;0.02
Hufsky-40-250-28.csp;29;29;0.02
Hufsky-40-250-29.csp;30;30;0.02
Hufsky-40-250-3.csp;31;31;0.02
Hufsky-40-250-30.csp;26;26;0.02
Hufsky-40-250-31.csp;24;24;0
Hufsky-40-250-32.csp;28;28;0.02
Hufsky-40-250-33.csp;24;24;0.02
Hufsky-40-250-34.csp;27;27;0.02
Hufsky-40-250-35.csp;24;24;0.02
Hufsky-40-250-36.csp;31;31;0.02
Hufsky-40-250-37.csp;24;24;0.02
Hufsky-40-250-38.csp;29;29;0.02
Hufsky-40-250-39.csp;29;29;0.02
Hufsky-40-250-4.csp;26;26;0
Hufsky-40-250-40.csp;26;26;0.02
Hufsky-40-250-41.csp;31;31;0
Hufsky-40-250-42.csp;28;28;0.02
Hufsky-40-250-43.csp;28;28;0.02
Hufsky-40-250-5.csp;24;24;0
Hufsky-40-250-6.csp;27;27;0.02
Hufsky-40-250-7.csp;24;24;0.02
Hufsky-40-250-8.csp;27;27;0.02
Hufsky-40-250-9.csp;26;26;0.02
Hufsky-40-300-0.csp;34;34;0.02
Hufsky-40-300-1.csp;29;29;0.02
Hufsky-40-300-10.csp;34;34;0
Hufsky-40-300-11.csp;32;32;0.02
Hufsky-40-300-12.csp;36;36;0.02
Hufsky-40-300-13.csp;36;36;0.02
Hufsky-40-300-14.csp;32;32;0.02
Hufsky-40-300-15.csp;30;30;0.02
Hufsky-40-300-16.csp;31;31;0.02
Hufsky-40-300-17.csp;31;31;0.02
Hufsky-40-300-18.csp;30;30;0.02
Hufsky-40-300-19.csp;34;34;0.02
Hufsky-40-300-2.csp;27;27;0.02
Hufsky-40-300-20.csp;36;36;0.02
Hufsky-40-300-21.csp;30;30;0.02
Hufsky-40-300-22.csp;28;28;0.02
Hufsky-40-300-23.csp;24;24;0.02
Hufsky-40-300-24.csp;26;26;0.02
Hufsky-40-300-25.csp;30;30;0.02
Hufsky-40-300-26.csp;35;35;0.02
Hufsky-40-300-27.csp;30;30;0.02
Hufsky-40-300-28.csp;30;30;0.02
Hufsky-40-300-29.csp;31;31;0.02
Hufsky-40-300-3.csp;35;35;0.02
Hufsky-40-300-30.csp;31;31;0.02
Hufsky-40-300-31.csp;31;31;0
Hufsky-40-300-32.csp;29;29;0.02
Hufsky-40-300-33.csp;35;35;0.02
Hufsky-40-300-34.csp;32;32;0.02
Hufsky-40-300-35.csp;36;36;0.02
Hufsky-40-300-36.csp;36;36;0.02
Hufsky-40-300-37.csp;29;29;0.02
Hufsky-40-300-38.csp;34;34;0.02
Hufsky-40-300-39.csp;32;32;0.02
Hufsky-40-300-4.csp;31;31;0.02
Hufsky-40-300-40.csp;34;34;0
Hufsky-40-300-5.csp;30;30;0.02
Hufsky-40-300-6.csp;32;32;0
Hufsky-40-300-7.csp;31;31;0.02
Hufsky-40-300-8.csp;32;32;0.02
Hufsky-40-300-9.csp;29;29;0.02
